time i j heightsForShapeDisplay heightsFromShapeDisplay forceFromShapeDisplay
2.395 2 1 60000 -14030 238
2.395 2 2 60000 60000 188
2.395 2 3 60000 59986 334
2.395 2 4 60000 59992 274
2.395 3 0 60000 59986 147
2.395 3 1 60000 60010 192
2.395 3 2 60000 59986 313
2.395 3 3 60000 59998 273
2.395 3 4 60000 59986 354
2.395 4 0 60000 60016 233
2.395 4 1 60000 -10046 286
2.395 4 2 5000 44338 1067
2.395 4 3 60000 59986 438
2.395 4 4 60000 59998 25
2.395 5 0 60000 59986 341
2.395 5 1 60000 60010 195
2.395 5 2 60000 59980 364
2.395 5 3 60000 59992 207
2.395 5 4 60000 59986 339
2.395 6 0 60000 53344 633
2.395 6 1 60000 -15176 249
2.395 6 2 60000 59986 185
2.395 6 3 60000 59974 303
2.395 6 4 60000 60010 106
2.395 7 0 60000 60010 66
2.395 7 1 60000 59998 215
2.395 7 2 60000 59968 312
2.395 7 3 60000 59992 173
2.395 7 4 60000 60004 292
2.395 8 0 60000 59992 175
2.395 8 1 60000 -14726 259
2.395 8 2 60000 60010 265
2.395 8 3 60000 60022 305
2.395 8 4 60000 60010 151
2.395 9 0 60000 59968 300
2.395 9 1 60000 60010 193
2.395 9 2 60000 59974 308
2.395 9 3 60000 59992 229
2.395 9 4 60000 60022 237
2.412 0 0 60000 60004 131
2.412 0 1 60000 -10832 304
2.412 0 2 60000 60010 258
2.412 0 3 60000 59986 303
2.412 0 4 60000 59998 244
2.412 1 0 60000 59986 360
2.412 1 1 60000 60010 305
2.412 1 2 60000 59986 262
2.412 1 3 60000 59992 274
2.412 1 4 60000 59986 302
2.412 2 0 60000 60010 360
2.412 2 1 60000 -14030 238
2.412 2 2 60000 60006 187
2.412 2 3 60000 59986 337
2.412 2 4 60000 59992 273
2.412 3 0 60000 59986 141
2.412 3 1 60000 60004 193
2.412 3 2 60000 59986 313
2.412 3 3 60000 59998 267
2.412 3 4 60000 59986 355
2.412 4 0 60000 60010 230
2.412 4 1 60000 -10046 286
2.412 4 2 5000 14632 889
2.412 4 3 60000 59986 437
2.412 4 4 60000 59992 33
2.412 5 0 60000 59980 340
2.412 5 1 60000 60004 187
2.412 5 2 60000 59986 364
2.412 5 3 60000 59992 214
2.412 5 4 60000 59986 339
2.412 6 0 60000 57814 672
2.412 6 1 60000 -15176 249
2.412 6 2 60000 59986 195
2.412 6 3 60000 59974 306
2.412 6 4 60000 60010 106
2.412 7 0 60000 60010 58
2.412 7 1 60000 59998 216
2.412 7 2 60000 59968 312
2.412 7 3 60000 59992 170
2.412 7 4 60000 60004 297
2.412 8 0 60000 59992 177
2.412 8 1 60000 -14726 259
2.412 8 2 60000 60004 267
2.412 8 3 60000 60022 307
2.412 8 4 60000 60010 151
2.412 9 0 60000 59968 299
2.412 9 1 60000 60010 189
2.412 9 2 60000 59968 308
2.412 9 3 60000 59986 229
2.412 9 4 60000 60022 241
2.428 0 0 60000 60010 129
2.428 0 1 60000 -10832 304
2.428 0 2 60000 60004 254
2.428 0 3 60000 59986 302
2.428 0 4 60000 60004 251
2.428 1 0 60000 59986 363
2.428 1 1 60000 60004 306
2.428 1 2 60000 59986 261
2.428 1 3 60000 59992 275
2.428 1 4 60000 59986 304
2.428 2 0 60000 60010 361
2.428 2 1 60000 -14030 238
2.428 2 2 60000 60006 188
2.428 2 3 60000 59986 336
2.428 2 4 60000 59992 275
2.428 3 0 60000 59980 140
2.428 3 1 60000 60010 198
2.428 3 2 60000 59980 316
2.428 3 3 60000 59992 264
2.428 3 4 60000 59980 356
2.428 4 0 60000 60004 232
2.428 4 1 60000 -10046 286
2.428 4 2 5000 9964 1322
2.428 4 3 60000 59986 435
2.428 4 4 60000 59992 28
2.428 5 0 60000 59980 338
2.428 5 1 60000 60004 188
2.428 5 2 60000 59980 360
2.428 5 3 60000 59986 217
2.428 5 4 60000 59986 340
2.428 6 0 60000 64666 466
2.428 6 1 60000 -15176 249
2.428 6 2 60000 59986 187
2.428 6 3 60000 59974 307
2.428 6 4 60000 60010 108
2.428 7 0 60000 60016 58
2.428 7 1 60000 59998 221
2.428 7 2 60000 59968 312
2.428 7 3 60000 59992 163
2.428 7 4 60000 60004 294
2.428 8 0 60000 59986 180
2.428 8 1 60000 -14726 259
2.428 8 2 60000 60004 261
2.428 8 3 60000 60016 305
2.428 8 4 60000 60010 151
2.428 9 0 60000 59962 300
2.428 9 1 60000 60010 184
2.428 9 2 60000 59974 308
2.428 9 3 60000 59992 232
2.428 9 4 60000 60022 239
2.445 0 0 60000 60010 106
2.445 0 1 60000 -10832 304
2.445 0 2 60000 60010 256
2.445 0 3 60000 59986 303
2.445 0 4 60000 59998 246
2.445 1 0 60000 59986 364
2.445 1 1 60000 60004 303
2.445 1 2 60000 59986 260
2.445 1 3 60000 59992 275
2.445 1 4 60000 59986 297
2.445 2 0 60000 60004 358
2.445 2 1 60000 -14030 238
2.445 2 2 60000 60006 194
2.445 2 3 60000 59986 333
2.445 2 4 60000 59986 275
2.445 3 0 60000 59986 137
2.445 3 1 60000 59998 193
2.445 3 2 60000 59986 315
2.445 3 3 60000 59998 266
2.445 3 4 60000 59986 358
2.445 4 0 60000 60010 231
2.445 4 1 60000 -10046 286
2.445 4 2 5000 10264 666
2.445 4 3 60000 59986 427
2.445 4 4 60000 59992 25
2.445 5 0 60000 59986 337
2.445 5 1 60000 60010 179
2.445 5 2 60000 59980 360
2.445 5 3 60000 59992 205
2.445 5 4 60000 59986 343
2.445 6 0 60000 53914 466
2.445 6 1 60000 -15176 249
2.445 6 2 60000 59980 192
2.445 6 3 60000 59968 304
2.445 6 4 60000 60010 113
2.445 7 0 60000 60010 58
2.445 7 1 60000 59992 232
2.445 7 2 60000 59962 310
2.445 7 3 60000 59992 165
2.445 7 4 60000 59998 289
2.445 8 0 60000 59986 180
2.445 8 1 60000 -14726 259
2.445 8 2 60000 60004 269
2.445 8 3 60000 60022 305
2.445 8 4 60000 60004 151
2.445 9 0 60000 59968 298
2.445 9 1 60000 60010 186
2.445 9 2 60000 59974 306
2.445 9 3 60000 59992 233
2.445 9 4 60000 60016 242
2.462 0 0 60000 60004 121
2.462 0 1 60000 -10832 304
2.462 0 2 60000 60004 258
2.462 0 3 60000 59986 302
2.462 0 4 60000 60004 238
2.462 1 0 60000 59986 362
2.462 1 1 60000 60004 304
2.462 1 2 60000 59986 257
2.462 1 3 60000 59992 276
2.462 1 4 60000 59986 301
2.462 2 0 60000 60004 359
2.462 2 1 60000 -14030 238
2.462 2 2 60000 60012 196
2.462 2 3 60000 59986 334
2.462 2 4 60000 59986 275
2.462 3 0 60000 59992 139
2.462 3 1 60000 60010 195
2.462 3 2 60000 59986 313
2.462 3 3 60000 59992 269
2.462 3 4 60000 59986 356
2.462 4 0 60000 60004 231
2.462 4 1 60000 -10046 286
2.462 4 2 5000 5836 432
2.462 4 3 60000 59986 425
2.462 4 4 60000 59992 32
2.462 5 0 60000 59980 338
2.462 5 1 60000 60004 186
2.462 5 2 60000 59986 361
2.462 5 3 60000 59992 207
2.462 5 4 60000 59986 339
2.462 6 0 60000 53380 675
2.462 6 1 60000 -15176 249
2.462 6 2 60000 59986 189
2.462 6 3 60000 59974 308
2.462 6 4 60000 60004 114
2.462 7 0 60000 60016 65
2.462 7 1 60000 59998 232
2.462 7 2 60000 59968 312
2.462 7 3 60000 59986 162
2.462 7 4 60000 60004 295
2.462 8 0 60000 59992 180
2.462 8 1 60000 -14726 259
2.462 8 2 60000 60004 265
2.462 8 3 60000 60016 305
2.462 8 4 60000 60010 149
2.462 9 0 60000 59962 297
2.462 9 1 60000 60004 191
2.462 9 2 60000 59968 305
2.462 9 3 60000 59986 229
2.462 9 4 60000 60022 250
2.478 0 0 60000 60010 113
2.478 0 1 60000 -10832 304
2.478 0 2 60000 60010 258
2.478 0 3 60000 59980 299
2.478 0 4 60000 59998 240
2.478 1 0 60000 59986 363
2.478 1 1 60000 60004 304
2.478 1 2 60000 59986 259
2.478 1 3 60000 59992 273
2.478 1 4 60000 59986 300
2.478 2 0 60000 60004 359
2.478 2 1 60000 -14030 238
2.478 2 2 60000 60006 194
2.478 2 3 60000 59980 335
2.478 2 4 60000 59992 276
2.478 3 0 60000 59980 142
2.478 3 1 60000 60010 189
2.478 3 2 60000 59986 314
2.478 3 3 60000 59998 275
2.478 3 4 60000 59986 358
2.478 4 0 60000 60004 233
2.478 4 1 60000 -10046 286
2.478 4 2 5000 4732 310
2.478 4 3 60000 59986 424
2.478 4 4 60000 59992 40
2.478 5 0 60000 59986 342
2.478 5 1 60000 60004 183
2.478 5 2 60000 59980 361
2.478 5 3 60000 59992 209
2.478 5 4 60000 59986 336
2.478 6 0 60000 59704 640
2.478 6 1 60000 -15176 249
2.478 6 2 60000 59986 187
2.478 6 3 60000 59968 305
2.478 6 4 60000 60004 104
2.478 7 0 60000 60016 56
2.478 7 1 60000 59998 227
2.478 7 2 60000 59968 313
2.478 7 3 60000 59992 154
2.478 7 4 60000 60004 295
2.478 8 0 60000 59992 180
2.478 8 1 60000 -14726 259
2.478 8 2 60000 60010 265
2.478 8 3 60000 60016 306
2.478 8 4 60000 60004 149
2.478 9 0 60000 59962 296
2.478 9 1 60000 60004 196
2.478 9 2 60000 59974 305
2.478 9 3 60000 59992 226
2.478 9 4 60000 60022 248
2.495 0 0 60000 60004 119
2.495 0 1 60000 -10832 304
2.495 0 2 60000 60004 256
2.495 0 3 60000 59986 300
2.495 0 4 60000 60004 244
2.495 1 0 60000 59986 363
2.495 1 1 60000 60010 303
2.495 1 2 60000 59986 256
2.495 1 3 60000 59992 273
2.495 1 4 60000 59980 297
2.495 2 0 60000 60010 360
2.495 2 1 60000 -14030 238
2.495 2 2 60000 60006 193
2.495 2 3 60000 59986 338
2.495 2 4 60000 59992 275
2.495 3 0 60000 59992 136
2.495 3 1 60000 60004 189
2.495 3 2 60000 59986 313
2.495 3 3 60000 59992 274
2.495 3 4 60000 59986 357
2.495 4 0 60000 59992 233
2.495 4 1 60000 -10046 286
2.495 4 2 5000 4744 239
2.495 4 3 60000 59986 421
2.495 4 4 60000 59992 46
2.495 5 0 60000 59986 339
2.495 5 1 60000 60010 174
2.495 5 2 60000 59986 360
2.495 5 3 60000 59992 206
2.495 5 4 60000 59986 338
2.495 6 0 60000 65842 416
2.495 6 1 60000 -15176 249
2.495 6 2 60000 59980 184
2.495 6 3 60000 59974 306
2.495 6 4 60000 60004 107
2.495 7 0 60000 60016 55
2.495 7 1 60000 59998 213
2.495 7 2 60000 59968 313
2.495 7 3 60000 59992 157
2.495 7 4 60000 59998 281
2.495 8 0 60000 59992 185
2.495 8 1 60000 -14726 259
2.495 8 2 60000 60004 267
2.495 8 3 60000 60016 307
2.495 8 4 60000 60010 156
2.495 9 0 60000 59968 299
2.495 9 1 60000 60004 195
2.495 9 2 60000 59974 304
2.495 9 3 60000 59992 224
2.495 9 4 60000 60022 251
2.512 0 0 60000 60010 119
2.512 0 1 60000 -10832 304
2.512 0 2 60000 60010 260
2.512 0 3 60000 59980 300
2.512 0 4 60000 60010 245
2.512 1 0 60000 59986 362
2.512 1 1 60000 60010 305
2.512 1 2 60000 59986 259
2.512 1 3 60000 59986 273
2.512 1 4 60000 59986 298
2.512 2 0 60000 60004 360
2.512 2 1 60000 -14030 238
2.512 2 2 60000 60012 194
2.512 2 3 60000 59986 337
2.512 2 4 60000 59992 275
2.512 3 0 60000 59986 139
2.512 3 1 60000 59998 184
2.512 3 2 60000 59986 315
2.512 3 3 60000 59998 274
2.512 3 4 60000 59986 357
2.512 4 0 60000 60004 233
2.512 4 1 60000 -10046 286
2.512 4 2 5000 4750 240
2.512 4 3 60000 59980 418
2.512 4 4 60000 59986 43
2.512 5 0 60000 59986 339
2.512 5 1 60000 60004 167
2.512 5 2 60000 59980 361
2.512 5 3 60000 59992 202
2.512 5 4 60000 59986 339
2.512 6 0 60000 63208 467
2.512 6 1 60000 -15176 249
2.512 6 2 60000 59986 195
2.512 6 3 60000 59974 306
2.512 6 4 60000 60010 103
2.512 7 0 60000 60016 66
2.512 7 1 60000 59998 219
2.512 7 2 60000 59968 312
2.512 7 3 60000 59992 161
2.512 7 4 60000 59998 280
2.512 8 0 60000 59992 186
2.512 8 1 60000 -14726 259
2.512 8 2 60000 60010 272
2.512 8 3 60000 60016 306
2.512 8 4 60000 60004 150
2.512 9 0 60000 59968 299
2.512 9 1 60000 60004 196
2.512 9 2 60000 59974 305
2.512 9 3 60000 59986 224
2.512 9 4 60000 60022 257
2.527 0 0 60000 60010 119
2.527 0 1 60000 -10832 304
2.527 0 2 60000 60010 260
2.527 0 3 60000 59980 300
2.527 0 4 60000 60010 245
2.527 1 0 60000 59986 362
2.527 1 1 60000 60010 305
2.527 1 2 60000 59986 259
2.527 1 3 60000 59986 273
2.527 1 4 60000 59986 298
2.527 2 0 60000 60004 360
2.527 2 1 60000 -14030 238
2.527 2 2 60000 60012 194
2.527 2 3 60000 59986 337
2.527 2 4 60000 59992 275
2.527 3 0 60000 59986 139
2.527 3 1 60000 59998 184
2.527 3 2 60000 59986 315
2.527 3 3 60000 59998 274
2.527 3 4 60000 59986 357
2.527 4 0 60000 60004 233
2.527 4 1 60000 -10046 286
2.527 4 2 5000 4750 240
2.527 4 3 60000 59980 418
2.527 4 4 60000 59986 43
2.527 5 0 60000 59986 339
2.527 5 1 60000 60004 167
2.527 5 2 60000 59980 361
2.527 5 3 60000 59992 202
2.527 5 4 60000 59986 339
2.527 6 0 60000 63208 467
2.527 6 1 60000 -15176 249
2.527 6 2 60000 59986 195
2.527 6 3 60000 59974 306
2.527 6 4 60000 60010 103
2.527 7 0 60000 60016 66
2.527 7 1 60000 59998 219
2.527 7 2 60000 59968 312
2.527 7 3 60000 59992 161
2.527 7 4 60000 59998 280
2.527 8 0 60000 59992 186
2.527 8 1 60000 -14726 259
2.527 8 2 60000 60010 272
2.527 8 3 60000 60016 306
2.527 8 4 60000 60004 150
2.527 9 0 60000 59968 299
2.527 9 1 60000 60004 196
2.527 9 2 60000 59974 305
2.527 9 3 60000 59986 224
2.527 9 4 60000 60022 257
2.545 0 0 60000 60010 129
2.545 0 1 60000 -10832 304
2.545 0 2 60000 60016 256
2.545 0 3 60000 59980 300
2.545 0 4 60000 60004 244
2.545 1 0 60000 59980 360
2.545 1 1 60000 60004 307
2.545 1 2 60000 59986 261
2.545 1 3 60000 59992 272
2.545 1 4 60000 59986 303
2.545 2 0 60000 60004 362
2.545 2 1 60000 -14030 238
2.545 2 2 60000 60012 188
2.545 2 3 60000 59986 336
2.545 2 4 60000 59992 277
2.545 3 0 60000 59986 132
2.545 3 1 60000 60004 184
2.545 3 2 60000 59986 314
2.545 3 3 60000 59992 274
2.545 3 4 60000 59986 358
2.545 4 0 60000 60004 233
2.545 4 1 60000 -10046 286
2.545 4 2 5000 4762 267
2.545 4 3 60000 59980 417
2.545 4 4 60000 59992 33
2.545 5 0 60000 59986 338
2.545 5 1 60000 60004 172
2.545 5 2 60000 59980 363
2.545 5 3 60000 59992 204
2.545 5 4 60000 59980 339
2.545 6 0 60000 55114 384
2.545 6 1 60000 -15176 249
2.545 6 2 60000 59986 194
2.545 6 3 60000 59974 303
2.545 6 4 60000 60004 105
2.545 7 0 60000 60010 61
2.545 7 1 60000 59998 218
2.545 7 2 60000 59968 312
2.545 7 3 60000 59992 158
2.545 7 4 60000 60004 284
2.545 8 0 60000 59992 185
2.545 8 1 60000 -14726 259
2.545 8 2 60000 60004 266
2.545 8 3 60000 60016 305
2.545 8 4 60000 60010 153
2.545 9 0 60000 59968 300
2.545 9 1 60000 60010 199
2.545 9 2 60000 59974 304
2.545 9 3 60000 59992 226
2.545 9 4 60000 60022 258
2.562 0 0 60000 60004 132
2.562 0 1 60000 -10832 304
2.562 0 2 60000 60004 256
2.562 0 3 60000 59986 301
2.562 0 4 60000 60004 243
2.562 1 0 60000 59986 362
2.562 1 1 60000 60004 307
2.562 1 2 60000 59986 260
2.562 1 3 60000 59992 275
2.562 1 4 60000 59986 303
2.562 2 0 60000 60010 363
2.562 2 1 60000 -14030 238
2.562 2 2 60000 60006 188
2.562 2 3 60000 59986 336
2.562 2 4 60000 59986 277
2.562 3 0 60000 59986 139
2.562 3 1 60000 60010 180
2.562 3 2 60000 59986 315
2.562 3 3 60000 59998 273
2.562 3 4 60000 59980 357
2.562 4 0 60000 60004 232
2.562 4 1 60000 -10046 286
2.562 4 2 5000 4768 271
2.562 4 3 60000 59986 415
2.562 4 4 60000 59992 39
2.562 5 0 60000 59986 338
2.562 5 1 60000 60004 172
2.562 5 2 60000 59986 366
2.562 5 3 60000 59986 206
2.562 5 4 60000 59986 341
2.562 6 0 60000 54412 664
2.562 6 1 60000 -15176 249
2.562 6 2 60000 59986 197
2.562 6 3 60000 59974 308
2.562 6 4 60000 60010 110
2.562 7 0 60000 60010 57
2.562 7 1 60000 59998 215
2.562 7 2 60000 59968 311
2.562 7 3 60000 59992 161
2.562 7 4 60000 59998 284
2.562 8 0 60000 59992 179
2.562 8 1 60000 -14726 259
2.562 8 2 60000 60010 270
2.562 8 3 60000 60016 307
2.562 8 4 60000 60004 153
2.562 9 0 60000 59962 299
2.562 9 1 60000 60004 196
2.562 9 2 60000 59974 305
2.562 9 3 60000 59986 220
2.562 9 4 60000 60022 262
2.578 0 0 60000 60004 135
2.578 0 1 60000 -10832 304
2.578 0 2 60000 60016 258
2.578 0 3 60000 59986 303
2.578 0 4 60000 60004 242
2.578 1 0 60000 59986 364
2.578 1 1 60000 60010 306
2.578 1 2 60000 59980 262
2.578 1 3 60000 59992 276
2.578 1 4 60000 59986 300
2.578 2 0 60000 60004 365
2.578 2 1 60000 -14030 238
2.578 2 2 60000 60012 193
2.578 2 3 60000 59986 334
2.578 2 4 60000 59992 278
2.578 3 0 60000 59986 133
2.578 3 1 60000 60004 182
2.578 3 2 60000 59986 315
2.578 3 3 60000 59998 264
2.578 3 4 60000 59986 357
2.578 4 0 60000 60004 232
2.578 4 1 60000 -10046 286
2.578 4 2 5000 4774 281
2.578 4 3 60000 59986 417
2.578 4 4 60000 59986 34
2.578 5 0 60000 59986 338
2.578 5 1 60000 60010 175
2.578 5 2 60000 59986 361
2.578 5 3 60000 59992 207
2.578 5 4 60000 59986 337
2.578 6 0 60000 60904 629
2.578 6 1 60000 -15176 249
2.578 6 2 60000 59986 193
2.578 6 3 60000 59968 306
2.578 6 4 60000 60004 110
2.578 7 0 60000 60010 53
2.578 7 1 60000 59998 212
2.578 7 2 60000 59968 310
2.578 7 3 60000 59992 160
2.578 7 4 60000 60004 282
2.578 8 0 60000 59992 178
2.578 8 1 60000 -14726 259
2.578 8 2 60000 60010 272
2.578 8 3 60000 60022 308
2.578 8 4 60000 60010 156
2.578 9 0 60000 59968 302
2.578 9 1 60000 60010 194
2.578 9 2 60000 59968 305
2.578 9 3 60000 59998 222
2.578 9 4 60000 60022 250
2.595 0 0 60000 60004 130
2.595 0 1 60000 -10832 304
2.595 0 2 60000 60004 259
2.595 0 3 60000 59986 305
2.595 0 4 60000 60010 246
2.595 1 0 60000 59986 362
2.595 1 1 60000 60004 306
2.595 1 2 60000 59986 265
2.595 1 3 60000 59992 277
2.595 1 4 60000 59986 301
2.595 2 0 60000 60010 365
2.595 2 1 60000 -14030 238
2.595 2 2 60000 60006 195
2.595 2 3 60000 59986 335
2.595 2 4 60000 59986 276
2.595 3 0 60000 59986 144
2.595 3 1 60000 60010 186
2.595 3 2 60000 59986 314
2.595 3 3 60000 59998 266
2.595 3 4 60000 59986 359
2.595 4 0 60000 60004 231
2.595 4 1 60000 -10046 286
2.595 4 2 5000 4780 303
2.595 4 3 60000 59986 415
2.595 4 4 60000 59998 47
2.595 5 0 60000 59986 338
2.595 5 1 60000 60004 179
2.595 5 2 60000 59986 361
2.595 5 3 60000 59992 200
2.595 5 4 60000 59986 342
2.595 6 0 60000 61552 442
2.595 6 1 60000 -15176 249
2.595 6 2 60000 59986 188
2.595 6 3 60000 59968 300
2.595 6 4 60000 60010 113
2.595 7 0 60000 60016 65
2.595 7 1 60000 59998 214
2.595 7 2 60000 59962 310
2.595 7 3 60000 59992 161
2.595 7 4 60000 60004 281
2.595 8 0 60000 59992 186
2.595 8 1 60000 -14726 259
2.595 8 2 60000 60010 277
2.595 8 3 60000 60022 310
2.595 8 4 60000 60004 154
2.595 9 0 60000 59968 303
2.595 9 1 60000 60010 195
2.595 9 2 60000 59974 308
2.595 9 3 60000 59986 228
2.595 9 4 60000 60016 250
2.612 0 0 60000 60010 116
2.612 0 1 60000 -10832 304
2.612 0 2 60000 60010 261
2.612 0 3 60000 59986 304
2.612 0 4 60000 60004 243
2.612 1 0 60000 59986 362
2.612 1 1 60000 60004 304
2.612 1 2 60000 59986 260
2.612 1 3 60000 59992 277
2.612 1 4 60000 59986 302
2.612 2 0 60000 60004 360
2.612 2 1 60000 -14030 238
2.612 2 2 60000 60006 194
2.612 2 3 60000 59980 336
2.612 2 4 60000 59986 277
2.612 3 0 60000 59980 141
2.612 3 1 60000 60010 190
2.612 3 2 60000 59986 314
2.612 3 3 60000 59998 265
2.612 3 4 60000 59986 361
2.612 4 0 60000 60010 229
2.612 4 1 60000 -10046 286
2.612 4 2 5000 4792 345
2.612 4 3 60000 59986 413
2.612 4 4 60000 59986 29
2.612 5 0 60000 59986 339
2.612 5 1 60000 60004 175
2.612 5 2 60000 59980 361
2.612 5 3 60000 59986 206
2.612 5 4 60000 59986 343
2.612 6 0 60000 54238 461
2.612 6 1 60000 -15176 249
2.612 6 2 60000 59986 177
2.612 6 3 60000 59974 305
2.612 6 4 60000 60010 103
2.612 7 0 60000 60016 65
2.612 7 1 60000 59998 218
2.612 7 2 60000 59968 310
2.612 7 3 60000 59992 164
2.612 7 4 60000 59998 289
2.612 8 0 60000 59992 184
2.612 8 1 60000 -14726 259
2.612 8 2 60000 60010 276
2.612 8 3 60000 60016 308
2.612 8 4 60000 60010 151
2.612 9 0 60000 59968 301
2.612 9 1 60000 60010 192
2.612 9 2 60000 59974 308
2.612 9 3 60000 59998 228
2.612 9 4 60000 60016 252
2.628 0 0 60000 60004 129
2.628 0 1 60000 -10832 304
2.628 0 2 60000 60004 259
2.628 0 3 60000 59986 301
2.628 0 4 60000 60004 240
2.628 1 0 60000 59986 362
2.628 1 1 60000 60004 304
2.628 1 2 60000 59986 257
