time i j heightsForShapeDisplay heightsFromShapeDisplay forceFromShapeDisplay
18.473 4 2 49600 49612 96
18.473 4 3 20000 20020 300
18.473 4 4 20000 20014 219
18.473 5 0 20000 20014 297
18.473 5 1 20000 19996 222
18.473 5 2 20000 20014 306
18.473 5 3 20000 19990 218
18.473 5 4 20000 20014 312
18.473 6 0 20000 24490 470
18.473 6 1 20000 -15176 249
18.473 6 2 20000 20014 246
18.473 6 3 20000 19978 285
18.473 6 4 20000 19984 202
18.473 7 0 20000 19984 364
18.473 7 1 20000 19996 177
18.473 7 2 20000 20032 292
18.473 7 3 20000 19996 194
18.473 7 4 20000 19972 343
18.473 8 0 20000 20008 222
18.473 8 1 20000 -14726 259
18.473 8 2 20000 20014 237
18.473 8 3 20000 20020 358
18.473 8 4 20000 19996 229
18.473 9 0 20000 20032 348
18.473 9 1 20000 19996 221
18.473 9 2 20000 19978 362
18.473 9 3 20000 20008 74
18.473 9 4 20000 19984 259
18.49 0 0 20000 20002 177
18.49 0 1 20000 -10832 304
18.49 0 2 20000 19996 243
18.49 0 3 20000 20020 394
18.49 0 4 20000 19996 190
18.49 1 0 20000 20014 294
18.49 1 1 20000 20008 221
18.49 1 2 20000 20020 305
18.49 1 3 20000 20002 191
18.49 1 4 20000 20020 339
18.49 2 0 20000 19996 26
18.49 2 1 20000 -14030 238
18.49 2 2 20000 20004 239
18.49 2 3 20000 20020 320
18.49 2 4 20000 19996 153
18.49 3 0 20000 20014 95
18.49 3 1 20000 20008 238
18.49 3 2 20000 20020 364
18.49 3 3 20000 20008 239
18.49 3 4 20000 20014 292
18.49 4 0 20000 20014 129
18.49 4 1 20000 -10046 286
18.49 4 2 49600 49606 107
18.49 4 3 20000 20014 298
18.49 4 4 20000 20008 210
18.49 5 0 20000 20014 298
18.49 5 1 20000 19996 228
18.49 5 2 20000 20020 304
18.49 5 3 20000 19996 222
18.49 5 4 20000 20020 311
18.49 6 0 20000 22690 551
18.49 6 1 20000 -15176 249
18.49 6 2 20000 20014 249
18.49 6 3 20000 19978 289
18.49 6 4 20000 19990 205
18.49 7 0 20000 19984 364
18.49 7 1 20000 19996 168
18.49 7 2 20000 20038 291
18.49 7 3 20000 19996 193
18.49 7 4 20000 19978 339
18.49 8 0 20000 20008 223
18.49 8 1 20000 -14726 259
18.49 8 2 20000 20008 250
18.49 8 3 20000 20020 357
18.49 8 4 20000 19990 233
18.49 9 0 20000 20038 349
18.49 9 1 20000 19996 221
18.49 9 2 20000 19978 361
18.49 9 3 20000 20008 71
18.49 9 4 20000 19984 258
18.506 0 0 20000 20002 178
18.506 0 1 20000 -10832 304
18.506 0 2 20000 19990 242
18.506 0 3 20000 20020 387
18.506 0 4 20000 19996 194
18.506 1 0 20000 20014 296
18.506 1 1 20000 20020 223
18.506 1 2 20000 20014 304
18.506 1 3 20000 20002 190
18.506 1 4 20000 20020 343
18.506 2 0 20000 19990 26
18.506 2 1 20000 -14030 238
18.506 2 2 20000 20004 231
18.506 2 3 20000 20014 316
18.506 2 4 20000 19996 148
18.506 3 0 20000 20020 92
18.506 3 1 20000 20008 233
18.506 3 2 20000 20020 368
18.506 3 3 20000 20008 238
18.506 3 4 20000 20014 293
18.506 4 0 20000 20008 121
18.506 4 1 20000 -10046 286
18.506 4 2 49600 49606 106
18.506 4 3 20000 20014 297
18.506 4 4 20000 20014 211
18.506 5 0 20000 20014 296
18.506 5 1 20000 19996 231
18.506 5 2 20000 20014 303
18.506 5 3 20000 19996 224
18.506 5 4 20000 20014 310
18.506 6 0 20000 12724 676
18.506 6 1 20000 -15176 249
18.506 6 2 20000 20008 251
18.506 6 3 20000 19978 282
18.506 6 4 20000 19984 196
18.506 7 0 20000 19990 364
18.506 7 1 20000 19996 165
18.506 7 2 20000 20032 295
18.506 7 3 20000 19996 201
18.506 7 4 20000 19978 341
18.506 8 0 20000 20008 220
18.506 8 1 20000 -14726 259
18.506 8 2 20000 20008 248
18.506 8 3 20000 20026 358
18.506 8 4 20000 20014 234
18.506 9 0 20000 20038 348
18.506 9 1 20000 19996 223
18.506 9 2 20000 19978 361
18.506 9 3 20000 20014 73
18.506 9 4 20000 19978 256
18.523 0 0 20000 20014 178
18.523 0 1 20000 -10832 304
18.523 0 2 20000 19996 235
18.523 0 3 20000 20014 388
18.523 0 4 20000 19990 191
18.523 1 0 20000 20014 298
18.523 1 1 20000 20008 218
18.523 1 2 20000 20014 305
18.523 1 3 20000 20002 187
18.523 1 4 20000 20020 340
18.523 2 0 20000 19990 26
18.523 2 1 20000 -14030 238
18.523 2 2 20000 20004 234
18.523 2 3 20000 20020 314
18.523 2 4 20000 20002 151
18.523 3 0 20000 20020 90
18.523 3 1 20000 20008 238
18.523 3 2 20000 20020 366
18.523 3 3 20000 20014 234
18.523 3 4 20000 20020 294
18.523 4 0 20000 20008 113
18.523 4 1 20000 -10046 286
18.523 4 2 49600 49606 115
18.523 4 3 20000 20014 296
18.523 4 4 20000 20014 219
18.523 5 0 20000 20014 298
18.523 5 1 20000 19996 226
18.523 5 2 20000 20014 303
18.523 5 3 20000 19996 226
18.523 5 4 20000 20014 312
18.523 6 0 20000 18610 656
18.523 6 1 20000 -15176 249
18.523 6 2 20000 20008 243
18.523 6 3 20000 19978 285
18.523 6 4 20000 19984 193
18.523 7 0 20000 19990 365
18.523 7 1 20000 19996 175
18.523 7 2 20000 20038 295
18.523 7 3 20000 19996 193
18.523 7 4 20000 19978 336
18.523 8 0 20000 20014 226
18.523 8 1 20000 -14726 259
18.523 8 2 20000 20014 248
18.523 8 3 20000 20020 359
18.523 8 4 20000 20014 237
18.523 9 0 20000 20038 348
18.523 9 1 20000 19996 222
18.523 9 2 20000 19972 360
18.523 9 3 20000 20008 73
18.523 9 4 20000 19984 260
18.54 0 0 20000 20008 181
18.54 0 1 20000 -10832 304
18.54 0 2 20000 19996 235
18.54 0 3 20000 20014 390
18.54 0 4 20000 19996 192
18.54 1 0 20000 20020 298
18.54 1 1 20000 20020 218
18.54 1 2 20000 20014 306
18.54 1 3 20000 19996 185
18.54 1 4 20000 20014 341
18.54 2 0 20000 19990 26
18.54 2 1 20000 -14030 238
18.54 2 2 20000 20004 234
18.54 2 3 20000 20014 322
18.54 2 4 20000 20002 152
18.54 3 0 20000 20020 98
18.54 3 1 20000 20014 236
18.54 3 2 20000 20020 367
18.54 3 3 20000 20008 234
18.54 3 4 20000 20014 294
18.54 4 0 20000 20008 130
18.54 4 1 20000 -10046 286
18.54 4 2 49600 49606 115
18.54 4 3 20000 20020 298
18.54 4 4 20000 20008 214
18.54 5 0 20000 20020 299
18.54 5 1 20000 19996 227
18.54 5 2 20000 20014 303
18.54 5 3 20000 19996 229
18.54 5 4 20000 20014 312
18.54 6 0 20000 25576 392
18.54 6 1 20000 -15176 249
18.54 6 2 20000 20008 243
18.54 6 3 20000 19978 284
18.54 6 4 20000 19984 198
18.54 7 0 20000 19990 365
18.54 7 1 20000 19996 169
18.54 7 2 20000 20032 295
18.54 7 3 20000 19996 194
18.54 7 4 20000 19978 343
18.54 8 0 20000 20008 226
18.54 8 1 20000 -14726 259
18.54 8 2 20000 20014 248
18.54 8 3 20000 20026 359
18.54 8 4 20000 20014 237
18.54 9 0 20000 20032 349
18.54 9 1 20000 19996 220
18.54 9 2 20000 19978 361
18.54 9 3 20000 20008 90
18.54 9 4 20000 19978 259
18.556 0 0 20000 20008 179
18.556 0 1 20000 -10832 304
18.556 0 2 20000 19996 232
18.556 0 3 20000 20014 389
18.556 0 4 20000 19996 191
18.556 1 0 20000 20014 296
18.556 1 1 20000 20008 216
18.556 1 2 20000 20014 303
18.556 1 3 20000 19996 189
18.556 1 4 20000 20014 338
18.556 2 0 20000 19990 26
18.556 2 1 20000 -14030 238
18.556 2 2 20000 20010 236
18.556 2 3 20000 20020 325
18.556 2 4 20000 20002 152
18.556 3 0 20000 20014 93
18.556 3 1 20000 20014 239
18.556 3 2 20000 20014 369
18.556 3 3 20000 20008 229
18.556 3 4 20000 20014 296
18.556 4 0 20000 20008 125
18.556 4 1 20000 -10046 286
18.556 4 2 49600 49612 124
18.556 4 3 20000 20014 299
18.556 4 4 20000 20008 212
18.556 5 0 20000 20020 299
18.556 5 1 20000 19996 231
18.556 5 2 20000 20014 305
18.556 5 3 20000 19996 229
18.556 5 4 20000 20020 310
18.556 6 0 20000 24940 467
18.556 6 1 20000 -15176 249
18.556 6 2 20000 20008 252
18.556 6 3 20000 19978 284
18.556 6 4 20000 19984 193
18.556 7 0 20000 19990 367
18.556 7 1 20000 19996 167
18.556 7 2 20000 20032 294
18.556 7 3 20000 19996 184
18.556 7 4 20000 19978 344
18.556 8 0 20000 20008 223
18.556 8 1 20000 -14726 259
18.556 8 2 20000 20008 248
18.556 8 3 20000 20026 358
18.556 8 4 20000 20020 233
18.556 9 0 20000 20032 349
18.556 9 1 20000 19996 218
18.556 9 2 20000 19978 361
18.556 9 3 20000 20014 85
18.556 9 4 20000 19984 260
18.573 0 0 20000 20008 173
18.573 0 1 20000 -10832 304
18.573 0 2 20000 20002 228
18.573 0 3 20000 20014 386
18.573 0 4 20000 19990 189
18.573 1 0 20000 20014 296
18.573 1 1 20000 20014 222
18.573 1 2 20000 20020 304
18.573 1 3 20000 19996 188
18.573 1 4 20000 20014 341
18.573 2 0 20000 19996 27
18.573 2 1 20000 -14030 238
18.573 2 2 20000 20010 229
18.573 2 3 20000 20014 322
18.573 2 4 20000 19990 151
18.573 3 0 20000 20014 90
18.573 3 1 20000 20008 238
18.573 3 2 20000 20020 365
18.573 3 3 20000 20008 234
18.573 3 4 20000 20014 296
18.573 4 0 20000 20008 127
18.573 4 1 20000 -10046 286
18.573 4 2 49600 49606 139
18.573 4 3 20000 20014 300
18.573 4 4 20000 20008 217
18.573 5 0 20000 20020 297
18.573 5 1 20000 19996 232
18.573 5 2 20000 20014 305
18.573 5 3 20000 19996 228
18.573 5 4 20000 20014 311
18.573 6 0 20000 16576 363
18.573 6 1 20000 -15176 249
18.573 6 2 20000 20008 239
18.573 6 3 20000 19978 287
18.573 6 4 20000 19990 208
18.573 7 0 20000 19990 364
18.573 7 1 20000 19990 167
18.573 7 2 20000 20038 291
18.573 7 3 20000 19990 185
18.573 7 4 20000 19978 340
18.573 8 0 20000 20008 229
18.573 8 1 20000 -14726 259
18.573 8 2 20000 20008 248
18.573 8 3 20000 20026 358
18.573 8 4 20000 20014 229
18.573 9 0 20000 20032 349
18.573 9 1 20000 19996 218
18.573 9 2 20000 19978 360
18.573 9 3 20000 20014 87
18.573 9 4 20000 19978 258
18.59 0 0 20000 20008 177
18.59 0 1 20000 -10832 304
18.59 0 2 20000 20002 228
18.59 0 3 20000 20020 390
18.59 0 4 20000 19996 189
18.59 1 0 20000 20014 297
18.59 1 1 20000 20014 220
18.59 1 2 20000 20020 304
18.59 1 3 20000 19996 185
18.59 1 4 20000 20020 341
18.59 2 0 20000 19990 26
18.59 2 1 20000 -14030 238
18.59 2 2 20000 20010 229
18.59 2 3 20000 20014 323
18.59 2 4 20000 19990 156
18.59 3 0 20000 20020 95
18.59 3 1 20000 20008 234
18.59 3 2 20000 20014 369
18.59 3 3 20000 20008 224
18.59 3 4 20000 20014 296
18.59 4 0 20000 20014 133
18.59 4 1 20000 -10046 286
18.59 4 2 49600 49606 139
18.59 4 3 20000 20020 299
18.59 4 4 20000 20014 230
18.59 5 0 20000 20014 298
18.59 5 1 20000 19996 229
18.59 5 2 20000 20014 302
18.59 5 3 20000 19996 224
18.59 5 4 20000 20014 312
18.59 6 0 20000 13132 644
18.59 6 1 20000 -15176 249
18.59 6 2 20000 20008 239
18.59 6 3 20000 19978 288
18.59 6 4 20000 19990 203
18.59 7 0 20000 19990 364
18.59 7 1 20000 19996 166
18.59 7 2 20000 20038 292
18.59 7 3 20000 19996 190
18.59 7 4 20000 19978 344
18.59 8 0 20000 20008 224
18.59 8 1 20000 -14726 259
18.59 8 2 20000 20008 248
18.59 8 3 20000 20020 358
18.59 8 4 20000 20014 229
18.59 9 0 20000 20032 349
18.59 9 1 20000 19990 218
18.59 9 2 20000 19978 360
18.59 9 3 20000 20008 91
18.59 9 4 20000 19984 259
18.606 0 0 20000 20014 174
18.606 0 1 20000 -10832 304
18.606 0 2 20000 19996 235
18.606 0 3 20000 20014 393
18.606 0 4 20000 19996 186
18.606 1 0 20000 20020 299
18.606 1 1 20000 20008 218
18.606 1 2 20000 20014 304
18.606 1 3 20000 19996 192
18.606 1 4 20000 20014 341
18.606 2 0 20000 19996 26
18.606 2 1 20000 -14030 238
18.606 2 2 20000 20010 233
18.606 2 3 20000 20014 320
18.606 2 4 20000 19996 158
18.606 3 0 20000 20020 95
18.606 3 1 20000 20014 236
18.606 3 2 20000 20014 365
18.606 3 3 20000 20002 223
18.606 3 4 20000 20014 296
18.606 4 0 20000 20014 124
18.606 4 1 20000 -10046 286
18.606 4 2 49600 49612 115
18.606 4 3 20000 20020 302
18.606 4 4 20000 20014 218
18.606 5 0 20000 20014 301
18.606 5 1 20000 19996 228
18.606 5 2 20000 20014 303
18.606 5 3 20000 19996 228
18.606 5 4 20000 20014 312
18.606 6 0 20000 17998 672
18.606 6 1 20000 -15176 249
18.606 6 2 20000 20014 236
18.606 6 3 20000 19978 283
18.606 6 4 20000 19990 209
18.606 7 0 20000 19990 363
18.606 7 1 20000 19996 175
18.606 7 2 20000 20032 293
18.606 7 3 20000 19990 197
18.606 7 4 20000 19978 345
18.606 8 0 20000 20014 229
18.606 8 1 20000 -14726 259
18.606 8 2 20000 20014 246
18.606 8 3 20000 20020 359
18.606 8 4 20000 20014 237
18.606 9 0 20000 20038 350
18.606 9 1 20000 19990 219
18.606 9 2 20000 19972 359
18.606 9 3 20000 20014 90
18.606 9 4 20000 19984 260
18.623 0 0 20000 20002 170
18.623 0 1 20000 -10832 304
18.623 0 2 20000 19996 233
18.623 0 3 20000 20020 392
18.623 0 4 20000 19996 189
18.623 1 0 20000 20014 300
18.623 1 1 20000 20014 221
18.623 1 2 20000 20014 307
18.623 1 3 20000 20008 191
18.623 1 4 20000 20020 341
18.623 2 0 20000 19990 26
18.623 2 1 20000 -14030 238
18.623 2 2 20000 20010 234
18.623 2 3 20000 20020 311
18.623 2 4 20000 19990 156
18.623 3 0 20000 20020 99
18.623 3 1 20000 20008 239
18.623 3 2 20000 20020 370
18.623 3 3 20000 20008 221
18.623 3 4 20000 20014 294
18.623 4 0 20000 20014 123
18.623 4 1 20000 -10046 286
18.623 4 2 49600 49606 114
18.623 4 3 20000 20014 298
18.623 4 4 20000 20008 218
18.623 5 0 20000 20014 299
18.623 5 1 20000 19996 216
18.623 5 2 20000 20014 305
18.623 5 3 20000 19996 221
18.623 5 4 20000 20014 313
18.623 6 0 20000 24670 467
18.623 6 1 20000 -15176 249
18.623 6 2 20000 20008 241
18.623 6 3 20000 19978 286
18.623 6 4 20000 19990 206
18.623 7 0 20000 19990 364
18.623 7 1 20000 19990 167
18.623 7 2 20000 20032 295
18.623 7 3 20000 19996 193
18.623 7 4 20000 19978 345
18.623 8 0 20000 20008 225
18.623 8 1 20000 -14726 259
18.623 8 2 20000 20014 251
18.623 8 3 20000 20020 358
18.623 8 4 20000 20002 240
18.623 9 0 20000 20038 349
18.623 9 1 20000 19996 219
18.623 9 2 20000 19978 361
18.623 9 3 20000 20008 86
18.623 9 4 20000 19978 261
18.64 0 0 20000 20008 167
18.64 0 1 20000 -10832 304
18.64 0 2 20000 19996 233
18.64 0 3 20000 20014 392
18.64 0 4 20000 19990 188
18.64 1 0 20000 20014 298
18.64 1 1 20000 20008 221
18.64 1 2 20000 20014 307
18.64 1 3 20000 20002 193
18.64 1 4 20000 20020 340
18.64 2 0 20000 19996 26
18.64 2 1 20000 -14030 238
18.64 2 2 20000 20010 234
18.64 2 3 20000 20014 310
18.64 2 4 20000 19996 156
18.64 3 0 20000 20014 96
18.64 3 1 20000 20008 235
18.64 3 2 20000 20020 370
18.64 3 3 20000 20014 220
18.64 3 4 20000 20014 295
18.64 4 0 20000 20008 127
18.64 4 1 20000 -10046 286
18.64 4 2 49600 49606 114
18.64 4 3 20000 20014 299
18.64 4 4 20000 20008 221
18.64 5 0 20000 20020 301
18.64 5 1 20000 19996 233
18.64 5 2 20000 20014 305
18.64 5 3 20000 19996 221
18.64 5 4 20000 20020 313
18.64 6 0 20000 22162 546
18.64 6 1 20000 -15176 249
18.64 6 2 20000 20008 241
18.64 6 3 20000 19978 283
18.64 6 4 20000 19990 197
18.64 7 0 20000 19996 362
18.64 7 1 20000 19996 175
18.64 7 2 20000 20032 295
18.64 7 3 20000 19996 197
18.64 7 4 20000 19978 341
18.64 8 0 20000 20008 224
18.64 8 1 20000 -14726 259
18.64 8 2 20000 20014 251
18.64 8 3 20000 20020 359
18.64 8 4 20000 20020 237
18.64 9 0 20000 20032 350
18.64 9 1 20000 19996 220
18.64 9 2 20000 19978 361
18.64 9 3 20000 20014 83
18.64 9 4 20000 19984 260
18.656 0 0 20000 20008 171
18.656 0 1 20000 -10832 304
18.656 0 2 20000 19996 231
18.656 0 3 20000 20014 394
18.656 0 4 20000 19996 186
18.656 1 0 20000 20014 297
18.656 1 1 20000 20020 224
18.656 1 2 20000 20020 305
18.656 1 3 20000 19996 190
18.656 1 4 20000 20014 340
18.656 2 0 20000 19996 26
18.656 2 1 20000 -14030 238
18.656 2 2 20000 20004 240
18.656 2 3 20000 20020 307
18.656 2 4 20000 19996 161
18.656 3 0 20000 20020 100
18.656 3 1 20000 20008 236
18.656 3 2 20000 20014 367
18.656 3 3 20000 20020 226
18.656 3 4 20000 20014 295
18.656 4 0 20000 20008 128
18.656 4 1 20000 -10046 286
18.656 4 2 49600 49600 115
18.656 4 3 20000 20020 301
18.656 4 4 20000 20008 233
18.656 5 0 20000 20020 299
18.656 5 1 20000 19996 231
18.656 5 2 20000 20014 308
18.656 5 3 20000 19996 222
18.656 5 4 20000 20014 310
18.656 6 0 20000 13612 484
18.656 6 1 20000 -15176 249
18.656 6 2 20000 20008 236
18.656 6 3 20000 19978 283
18.656 6 4 20000 19990 193
18.656 7 0 20000 19990 362
18.656 7 1 20000 19990 170
18.656 7 2 20000 20038 297
18.656 7 3 20000 19996 191
18.656 7 4 20000 19978 345
18.656 8 0 20000 20014 225
18.656 8 1 20000 -14726 259
18.656 8 2 20000 20008 244
18.656 8 3 20000 20020 358
18.656 8 4 20000 20008 231
18.656 9 0 20000 20032 349
18.656 9 1 20000 19996 219
18.656 9 2 20000 19972 360
18.656 9 3 20000 20014 74
18.656 9 4 20000 19978 267
18.672 0 0 20000 20008 171
18.672 0 1 20000 -10832 304
18.672 0 2 20000 19996 231
18.672 0 3 20000 20014 394
18.672 0 4 20000 19996 186
18.672 1 0 20000 20014 297
18.672 1 1 20000 20020 224
18.672 1 2 20000 20020 305
18.672 1 3 20000 19996 190
18.672 1 4 20000 20014 340
18.672 2 0 20000 19996 26
18.672 2 1 20000 -14030 238
18.672 2 2 20000 20004 240
18.672 2 3 20000 20020 307
18.672 2 4 20000 19996 161
18.672 3 0 20000 20020 100
18.672 3 1 20000 20008 236
18.672 3 2 20000 20014 367
18.672 3 3 20000 20020 226
18.672 3 4 20000 20014 295
18.672 4 0 20000 20008 128
18.672 4 1 20000 -10046 286
18.672 4 2 49600 49600 115
18.672 4 3 20000 20020 301
18.672 4 4 20000 20008 233
18.672 5 0 20000 20020 299
18.672 5 1 20000 19996 231
18.672 5 2 20000 20014 308
18.672 5 3 20000 19996 222
18.672 5 4 20000 20014 310
18.672 6 0 20000 13612 484
18.672 6 1 20000 -15176 249
18.672 6 2 20000 20008 236
18.672 6 3 20000 19978 283
18.672 6 4 20000 19990 193
18.672 7 0 20000 19990 362
18.672 7 1 20000 19990 170
18.672 7 2 20000 20038 297
18.672 7 3 20000 19996 191
18.672 7 4 20000 19978 345
18.672 8 0 20000 20014 225
18.672 8 1 20000 -14726 259
18.672 8 2 20000 20008 244
18.672 8 3 20000 20020 358
18.672 8 4 20000 20008 231
18.672 9 0 20000 20032 349
18.672 9 1 20000 19996 219
18.672 9 2 20000 19972 360
18.672 9 3 20000 20014 74
18.672 9 4 20000 19978 267
18.689 0 0 20000 20014 179
18.689 0 1 20000 -10832 304
18.689 0 2 20000 19996 231
18.689 0 3 20000 20014 392
18.689 0 4 20000 19990 196
18.689 1 0 20000 20014 297
18.689 1 1 20000 20008 223
18.689 1 2 20000 20020 305
18.689 1 3 20000 19996 193
18.689 1 4 20000 20014 341
18.689 2 0 20000 19996 26
18.689 2 1 20000 -14030 238
18.689 2 2 20000 20004 242
18.689 2 3 20000 20014 307
18.689 2 4 20000 19996 160
18.689 3 0 20000 20020 96
18.689 3 1 20000 20008 237
18.689 3 2 20000 20020 369
18.689 3 3 20000 20008 228
18.689 3 4 20000 20014 292
18.689 4 0 20000 20014 131
18.689 4 1 20000 -10046 286
18.689 4 2 49600 49606 123
18.689 4 3 20000 20020 299
18.689 4 4 20000 20008 226
18.689 5 0 20000 20020 299
18.689 5 1 20000 19996 231
18.689 5 2 20000 20020 305
18.689 5 3 20000 19996 219
18.689 5 4 20000 20020 309
18.689 6 0 20000 12802 674
18.689 6 1 20000 -15176 249
18.689 6 2 20000 20014 251
18.689 6 3 20000 19978 288
18.689 6 4 20000 19990 200
18.689 7 0 20000 19984 364
18.689 7 1 20000 19990 178
18.689 7 2 20000 20038 297
18.689 7 3 20000 19990 188
18.689 7 4 20000 19978 343
18.689 8 0 20000 20008 220
18.689 8 1 20000 -14726 259
18.689 8 2 20000 20008 256
18.689 8 3 20000 20026 358
18.689 8 4 20000 20002 233
18.689 9 0 20000 20032 350
18.689 9 1 20000 19996 219
18.689 9 2 20000 19978 361
18.689 9 3 20000 20014 80
18.689 9 4 20000 19984 265
18.707 0 0 20000 20008 180
18.707 0 1 20000 -10832 304
18.707 0 2 20000 19996 231
18.707 0 3 20000 20014 392
18.707 0 4 20000 19996 194
18.707 1 0 20000 20014 297
18.707 1 1 20000 20014 225
18.707 1 2 20000 20020 305
18.707 1 3 20000 19996 189
18.707 1 4 20000 20014 340
18.707 2 0 20000 19996 26
18.707 2 1 20000 -14030 238
18.707 2 2 20000 20004 242
18.707 2 3 20000 20014 313
18.707 2 4 20000 20002 156
18.707 3 0 20000 20014 88
18.707 3 1 20000 20014 237
18.707 3 2 20000 20020 369
18.707 3 3 20000 20020 231
18.707 3 4 20000 20014 297
18.707 4 0 20000 20008 123
18.707 4 1 20000 -10046 286
18.707 4 2 49600 49606 123
18.707 4 3 20000 20014 300
18.707 4 4 20000 20014 234
18.707 5 0 20000 20020 299
18.707 5 1 20000 19996 219
18.707 5 2 20000 20020 305
18.707 5 3 20000 19990 228
18.707 5 4 20000 20020 312
18.707 6 0 20000 25678 391
18.707 6 1 20000 -15176 249
18.707 6 2 20000 20014 251
18.707 6 3 20000 19978 289
18.707 6 4 20000 19984 206
18.707 7 0 20000 19990 363
18.707 7 1 20000 19996 173
18.707 7 2 20000 20038 297
18.707 7 3 20000 19996 191
18.707 7 4 20000 19978 347
18.707 8 0 20000 20014 224
18.707 8 1 20000 -14726 259
18.707 8 2 20000 20008 256
18.707 8 3 20000 20026 355
18.707 8 4 20000 19996 231
18.707 9 0 20000 20038 349
18.707 9 1 20000 19996 221
18.707 9 2 20000 19978 360
18.707 9 3 20000 20014 78
18.707 9 4 20000 19984 263
18.722 0 0 20000 20020 170
18.722 0 1 20000 -10832 304
18.722 0 2 20000 19996 229
18.722 0 3 20000 20020 392
18.722 0 4 20000 19996 192
18.722 1 0 20000 20020 297
18.722 1 1 20000 20014 222
18.722 1 2 20000 20014 305
18.722 1 3 20000 19996 191
18.722 1 4 20000 20014 340
18.722 2 0 20000 19996 27
18.722 2 1 20000 -14030 238
18.722 2 2 20000 20010 229
18.722 2 3 20000 20014 310
18.722 2 4 20000 20002 157
18.722 3 0 20000 20014 96
18.722 3 1 20000 20014 236
18.722 3 2 20000 20014 366
18.722 3 3 20000 20014 225
18.722 3 4 20000 20014 296
18.722 4 0 20000 20008 123
18.722 4 1 20000 -10046 286
18.722 4 2 49600 49606 138
18.722 4 3 20000 20020 300
18.722 4 4 20000 20008 234
18.722 5 0 20000 20020 299
18.722 5 1 20000 19996 228
18.722 5 2 20000 20014 305
18.722 5 3 20000 19996 228
18.722 5 4 20000 20014 311
18.722 6 0 20000 24628 467
18.722 6 1 20000 -15176 249
18.722 6 2 20000 20014 252
18.722 6 3 20000 19978 289
18.722 6 4 20000 19990 218
18.722 7 0 20000 19990 363
18.722 7 1 20000 19996 163
18.722 7 2 20000 20038 291
18.722 7 3 20000 19996 201
18.722 7 4 20000 19978 343
18.722 8 0 20000 20008 227
18.722 8 1 20000 -14726 259
18.722 8 2 20000 20008 250
18.722 8 3 20000 20020 355
18.722 8 4 20000 20008 229
18.722 9 0 20000 20032 348
18.722 9 1 20000 19996 220
18.722 9 2 20000 19978 361
18.722 9 3 20000 20014 86
18.722 9 4 20000 19984 262
18.74 0 0 20000 20020 175
18.74 0 1 20000 -10832 304
18.74 0 2 20000 19990 231
18.74 0 3 20000 20014 391
18.74 0 4 20000 19996 195
18.74 1 0 20000 20014 294
18.74 1 1 20000 20008 221
18.74 1 2 20000 20020 302
18.74 1 3 20000 19990 190
18.74 1 4 20000 20020 340
18.74 2 0 20000 19996 26
18.74 2 1 20000 -14030 238
18.74 2 2 20000 20010 234
18.74 2 3 20000 20020 308
18.74 2 4 20000 19996 154
18.74 3 0 20000 20020 93
18.74 3 1 20000 20014 238
18.74 3 2 20000 20014 365
18.74 3 3 20000 20014 216
18.74 3 4 20000 20014 295
18.74 4 0 20000 20008 115
18.74 4 1 20000 -10046 286
18.74 4 2 49600 49606 135
18.74 4 3 20000 20014 301
18.74 4 4 20000 20014 224
18.74 5 0 20000 20020 300
18.74 5 1 20000 19996 230
18.74 5 2 20000 20014 306
18.74 5 3 20000 19996 226
18.74 5 4 20000 20014 311
18.74 6 0 20000 16090 369
18.74 6 1 20000 -15176 249
18.74 6 2 20000 20008 246
18.74 6 3 20000 19978 288
18.74 6 4 20000 19990 208
18.74 7 0 20000 19990 364
18.74 7 1 20000 19996 172
18.74 7 2 20000 20032 291
18.74 7 3 20000 19996 195
18.74 7 4 20000 19978 345
18.74 8 0 20000 20014 225
18.74 8 1 20000 -14726 259
18.74 8 2 20000 20014 247
18.74 8 3 20000 20026 356
18.74 8 4 20000 20008 231
18.74 9 0 20000 20032 349
18.74 9 1 20000 19996 219
18.74 9 2 20000 19978 360
18.74 9 3 20000 20014 87
18.74 9 4 20000 19978 260
18.757 0 0 20000 20008 174
18.757 0 1 20000 -10832 304
18.757 0 2 20000 19990 231
18.757 0 3 20000 20014 389
18.757 0 4 20000 19990 196
18.757 1 0 20000 20014 295
18.757 1 1 20000 20014 219
18.757 1 2 20000 20014 303
18.757 1 3 20000 19990 190
18.757 1 4 20000 20014 340
18.757 2 0 20000 19996 26
18.757 2 1 20000 -14030 238
18.757 2 2 20000 20010 234
18.757 2 3 20000 20014 312
18.757 2 4 20000 19996 155
18.757 3 0 20000 20014 84
18.757 3 1 20000 20008 239
18.757 3 2 20000 20020 368
18.757 3 3 20000 20014 216
18.757 3 4 20000 20014 295
18.757 4 0 20000 20008 120
18.757 4 1 20000 -10046 286
18.757 4 2 49600 49606 135
18.757 4 3 20000 20014 301
18.757 4 4 20000 20014 223
18.757 5 0 20000 20020 297
18.757 5 1 20000 19996 225
18.757 5 2 20000 20014 305
18.757 5 3 20000 19996 226
18.757 5 4 20000 20014 309
18.757 6 0 20000 13258 648
18.757 6 1 20000 -15176 249
18.757 6 2 20000 20008 246
18.757 6 3 20000 19978 287
18.757 6 4 20000 19984 204
18.757 7 0 20000 19990 364
18.757 7 1 20000 19996 170
18.757 7 2 20000 20032 292
18.757 7 3 20000 19996 195
