time i j heightsForShapeDisplay heightsFromShapeDisplay forceFromShapeDisplay
10.469 9 3 -842150451 -14612 231
10.469 9 4 -842150451 -10514 247
10.485 0 0 -842150451 -2 228
10.485 0 1 -842150451 -10670 314
10.485 0 2 -842150451 -13064 192
10.485 0 3 -842150451 -9698 296
10.485 0 4 -842150451 -11972 189
10.485 1 0 -842150451 -12602 321
10.485 1 1 -842150451 -13706 179
10.485 1 2 -842150451 -11186 244
10.485 1 3 -842150451 -15302 203
10.485 1 4 -842150451 -10736 311
10.485 2 0 -842150451 4 24
10.485 2 1 -842150451 -13562 244
10.485 2 2 -842150451 6 222
10.485 2 3 -842150451 -11774 306
10.485 2 4 -842150451 -14744 233
10.485 3 0 -842150451 -3962 89
10.485 3 1 -842150451 -17180 187
10.485 3 2 -842150451 -9686 326
10.485 3 3 -842150451 -14984 43
10.485 3 4 -842150451 -12344 310
10.485 4 0 -842150451 4 264
10.485 4 1 -842150451 -9242 290
10.485 4 2 48800 50194 23
10.485 4 3 -842150451 -11360 301
10.485 4 4 -842150451 -16874 165
10.485 5 0 -842150451 -10754 331
10.485 5 1 -842150451 -13898 220
10.485 5 2 -842150451 -12050 330
10.485 5 3 -842150451 -15392 205
10.485 5 4 -842150451 -11414 314
10.485 6 0 -842150451 4 232
10.485 6 1 -842150451 -14264 247
10.485 6 2 -842150451 -15506 251
10.485 6 3 -842150451 -12524 317
10.485 6 4 -842150451 -14966 191
10.485 7 0 -842150451 -13898 171
10.485 7 1 -842150451 -13778 268
10.485 7 2 -842150451 -13478 313
10.485 7 3 -842150451 -17252 227
10.485 7 4 -842150451 -15326 346
10.485 8 0 -842150451 -14 223
10.485 8 1 -842150451 -13562 275
10.485 8 2 -842150451 -14276 212
10.485 8 3 -842150451 -10562 334
10.485 8 4 -842150451 -14186 172
10.485 9 0 -842150451 -9794 298
10.485 9 1 -842150451 -16316 215
10.485 9 2 -842150451 -9050 334
10.485 9 3 -842150451 -14612 228
10.485 9 4 -842150451 -10514 251
10.502 0 0 -842150451 -2 228
10.502 0 1 -842150451 -10670 314
10.502 0 2 -842150451 -13058 192
10.502 0 3 -842150451 -9692 292
10.502 0 4 -842150451 -11972 189
10.502 1 0 -842150451 -12602 321
10.502 1 1 -842150451 -13706 179
10.502 1 2 -842150451 -11186 243
10.502 1 3 -842150451 -15290 206
10.502 1 4 -842150451 -10736 313
10.502 2 0 -842150451 4 24
10.502 2 1 -842150451 -13556 247
10.502 2 2 -842150451 6 218
10.502 2 3 -842150451 -11774 308
10.502 2 4 -842150451 -14744 233
10.502 3 0 -842150451 -3962 89
10.502 3 1 -842150451 -17180 187
10.502 3 2 -842150451 -9680 324
10.502 3 3 -842150451 -14978 43
10.502 3 4 -842150451 -12338 313
10.502 4 0 -842150451 4 264
10.502 4 1 -842150451 -9248 292
10.502 4 2 49100 49978 23
10.502 4 3 -842150451 -11360 302
10.502 4 4 -842150451 -16874 165
10.502 5 0 -842150451 -10754 331
10.502 5 1 -842150451 -13898 220
10.502 5 2 -842150451 -12050 329
10.502 5 3 -842150451 -15392 196
10.502 5 4 -842150451 -11420 315
10.502 6 0 -842150451 4 232
10.502 6 1 -842150451 -14258 251
10.502 6 2 -842150451 -15500 254
10.502 6 3 -842150451 -12524 317
10.502 6 4 -842150451 -14966 191
10.502 7 0 -842150451 -13898 171
10.502 7 1 -842150451 -13778 268
10.502 7 2 -842150451 -13478 315
10.502 7 3 -842150451 -17252 231
10.502 7 4 -842150451 -15326 345
10.502 8 0 -842150451 -14 223
10.502 8 1 -842150451 -13562 273
10.502 8 2 -842150451 -14270 215
10.502 8 3 -842150451 -10562 334
10.502 8 4 -842150451 -14186 172
10.502 9 0 -842150451 -9794 298
10.502 9 1 -842150451 -16316 215
10.502 9 2 -842150451 -9050 333
10.502 9 3 -842150451 -14606 228
10.502 9 4 -842150451 -10508 255
10.519 0 0 -842150451 -2 228
10.519 0 1 -842150451 -10664 315
10.519 0 2 -842150451 -13058 193
10.519 0 3 -842150451 -9698 292
10.519 0 4 -842150451 -11972 189
10.519 1 0 -842150451 -12602 321
10.519 1 1 -842150451 -13706 179
10.519 1 2 -842150451 -11192 243
10.519 1 3 -842150451 -15296 204
10.519 1 4 -842150451 -10742 310
10.519 2 0 -842150451 4 24
10.519 2 1 -842150451 -13562 250
10.519 2 2 -842150451 12 222
10.519 2 3 -842150451 -11780 306
10.519 2 4 -842150451 -14744 233
10.519 3 0 -842150451 -3962 89
10.519 3 1 -842150451 -17180 187
10.519 3 2 -842150451 -9686 325
10.519 3 3 -842150451 -14978 41
10.519 3 4 -842150451 -12338 315
10.519 4 0 -842150451 4 264
10.519 4 1 -842150451 -9248 292
10.519 4 2 49400 49732 22
10.519 4 3 -842150451 -11360 300
10.519 4 4 -842150451 -16874 165
10.519 5 0 -842150451 -10754 331
10.519 5 1 -842150451 -13898 220
10.519 5 2 -842150451 -12050 328
10.519 5 3 -842150451 -15386 203
10.519 5 4 -842150451 -11420 315
10.519 6 0 -842150451 4 232
10.519 6 1 -842150451 -14258 253
10.519 6 2 -842150451 -15500 249
10.519 6 3 -842150451 -12530 321
10.519 6 4 -842150451 -14966 191
10.519 7 0 -842150451 -13898 171
10.519 7 1 -842150451 -13778 268
10.519 7 2 -842150451 -13478 316
10.519 7 3 -842150451 -17252 221
10.519 7 4 -842150451 -15326 343
10.519 8 0 -842150451 -14 223
10.519 8 1 -842150451 -13568 271
10.519 8 2 -842150451 -14276 212
10.519 8 3 -842150451 -10562 334
10.519 8 4 -842150451 -14186 172
10.519 9 0 -842150451 -9794 298
10.519 9 1 -842150451 -16316 215
10.519 9 2 -842150451 -9044 334
10.519 9 3 -842150451 -14612 230
10.519 9 4 -842150451 -10514 253
10.535 0 0 -842150451 -2 228
10.535 0 1 -842150451 -10664 317
10.535 0 2 -842150451 -13058 192
10.535 0 3 -842150451 -9692 291
10.535 0 4 -842150451 -11972 189
10.535 1 0 -842150451 -12602 321
10.535 1 1 -842150451 -13706 179
10.535 1 2 -842150451 -11192 238
10.535 1 3 -842150451 -15290 214
10.535 1 4 -842150451 -10736 312
10.535 2 0 -842150451 4 24
10.535 2 1 -842150451 -13556 253
10.535 2 2 -842150451 6 217
10.535 2 3 -842150451 -11774 308
10.535 2 4 -842150451 -14744 233
10.535 3 0 -842150451 -3962 89
10.535 3 1 -842150451 -17180 187
10.535 3 2 -842150451 -9686 322
10.535 3 3 -842150451 -14978 43
10.535 3 4 -842150451 -12344 308
10.535 4 0 -842150451 4 264
10.535 4 1 -842150451 -9242 291
10.535 4 2 49700 49342 41
10.535 4 3 -842150451 -11354 299
10.535 4 4 -842150451 -16874 165
10.535 5 0 -842150451 -10754 331
10.535 5 1 -842150451 -13898 220
10.535 5 2 -842150451 -12050 326
10.535 5 3 -842150451 -15386 205
10.535 5 4 -842150451 -11420 318
10.535 6 0 -842150451 4 232
10.535 6 1 -842150451 -14264 251
10.535 6 2 -842150451 -15506 243
10.535 6 3 -842150451 -12524 319
10.535 6 4 -842150451 -14966 191
10.535 7 0 -842150451 -13898 171
10.535 7 1 -842150451 -13778 268
10.535 7 2 -842150451 -13478 317
10.535 7 3 -842150451 -17252 221
10.535 7 4 -842150451 -15326 343
10.535 8 0 -842150451 -14 223
10.535 8 1 -842150451 -13562 270
10.535 8 2 -842150451 -14276 212
10.535 8 3 -842150451 -10556 336
10.535 8 4 -842150451 -14186 172
10.535 9 0 -842150451 -9794 298
10.535 9 1 -842150451 -16316 215
10.535 9 2 -842150451 -9050 334
10.535 9 3 -842150451 -14612 226
10.535 9 4 -842150451 -10514 250
10.552 0 0 -842150451 -2 228
10.552 0 1 -842150451 -10664 317
10.552 0 2 -842150451 -13058 190
10.552 0 3 -842150451 -9698 292
10.552 0 4 -842150451 -11972 189
10.552 1 0 -842150451 -12602 321
10.552 1 1 -842150451 -13706 179
10.552 1 2 -842150451 -11186 231
10.552 1 3 -842150451 -15284 216
10.552 1 4 -842150451 -10736 312
10.552 2 0 -842150451 4 24
10.552 2 1 -842150451 -13556 249
10.552 2 2 -842150451 6 221
10.552 2 3 -842150451 -11780 307
10.552 2 4 -842150451 -14744 233
10.552 3 0 -842150451 -3962 89
10.552 3 1 -842150451 -17180 187
10.552 3 2 -842150451 -9686 324
10.552 3 3 -842150451 -14978 46
10.552 3 4 -842150451 -12338 309
10.552 4 0 -842150451 4 264
10.552 4 1 -842150451 -9248 292
10.552 4 2 50000 48940 40
10.552 4 3 -842150451 -11360 300
10.552 4 4 -842150451 -16874 165
10.552 5 0 -842150451 -10754 331
10.552 5 1 -842150451 -13898 220
10.552 5 2 -842150451 -12050 325
10.552 5 3 -842150451 -15392 203
10.552 5 4 -842150451 -11420 315
10.552 6 0 -842150451 4 232
10.552 6 1 -842150451 -14258 255
10.552 6 2 -842150451 -15500 237
10.552 6 3 -842150451 -12530 315
10.552 6 4 -842150451 -14966 191
10.552 7 0 -842150451 -13898 171
10.552 7 1 -842150451 -13778 268
10.552 7 2 -842150451 -13478 320
10.552 7 3 -842150451 -17246 223
10.552 7 4 -842150451 -15326 343
10.552 8 0 -842150451 -14 223
10.552 8 1 -842150451 -13562 271
10.552 8 2 -842150451 -14276 213
10.552 8 3 -842150451 -10562 336
10.552 8 4 -842150451 -14186 172
10.552 9 0 -842150451 -9794 298
10.552 9 1 -842150451 -16316 215
10.552 9 2 -842150451 -9044 337
10.552 9 3 -842150451 -14600 230
10.552 9 4 -842150451 -10508 252
10.568 0 0 -842150451 -2 228
10.568 0 1 -842150451 -10664 317
10.568 0 2 -842150451 -13058 190
10.568 0 3 -842150451 -9698 292
10.568 0 4 -842150451 -11972 189
10.568 1 0 -842150451 -12602 321
10.568 1 1 -842150451 -13706 179
10.568 1 2 -842150451 -11186 231
10.568 1 3 -842150451 -15284 216
10.568 1 4 -842150451 -10736 312
10.568 2 0 -842150451 4 24
10.568 2 1 -842150451 -13556 249
10.568 2 2 -842150451 6 221
10.568 2 3 -842150451 -11780 307
10.568 2 4 -842150451 -14744 233
10.568 3 0 -842150451 -3962 89
10.568 3 1 -842150451 -17180 187
10.568 3 2 -842150451 -9686 324
10.568 3 3 -842150451 -14978 46
10.568 3 4 -842150451 -12338 309
10.568 4 0 -842150451 4 264
10.568 4 1 -842150451 -9248 292
10.568 4 2 50300 48940 40
10.568 4 3 -842150451 -11360 300
10.568 4 4 -842150451 -16874 165
10.568 5 0 -842150451 -10754 331
10.568 5 1 -842150451 -13898 220
10.568 5 2 -842150451 -12050 325
10.568 5 3 -842150451 -15392 203
10.568 5 4 -842150451 -11420 315
10.568 6 0 -842150451 4 232
10.568 6 1 -842150451 -14258 255
10.568 6 2 -842150451 -15500 237
10.568 6 3 -842150451 -12530 315
10.568 6 4 -842150451 -14966 191
10.568 7 0 -842150451 -13898 171
10.568 7 1 -842150451 -13778 268
10.568 7 2 -842150451 -13478 320
10.568 7 3 -842150451 -17246 223
10.568 7 4 -842150451 -15326 343
10.568 8 0 -842150451 -14 223
10.568 8 1 -842150451 -13562 271
10.568 8 2 -842150451 -14276 213
10.568 8 3 -842150451 -10562 336
10.568 8 4 -842150451 -14186 172
10.568 9 0 -842150451 -9794 298
10.568 9 1 -842150451 -16316 215
10.568 9 2 -842150451 -9044 337
10.568 9 3 -842150451 -14600 230
10.568 9 4 -842150451 -10508 252
10.586 0 0 -842150451 -2 228
10.586 0 1 -842150451 -10664 317
10.586 0 2 -842150451 -13070 190
10.586 0 3 -842150451 -9692 291
10.586 0 4 -842150451 -11972 189
10.586 1 0 -842150451 -12602 321
10.586 1 1 -842150451 -13706 179
10.586 1 2 -842150451 -11180 232
10.586 1 3 -842150451 -15290 213
10.586 1 4 -842150451 -10742 308
10.586 2 0 -842150451 4 24
10.586 2 1 -842150451 -13562 244
10.586 2 2 -842150451 0 220
10.586 2 3 -842150451 -11780 303
10.586 2 4 -842150451 -14744 233
10.586 3 0 -842150451 -3962 89
10.586 3 1 -842150451 -17180 187
10.586 3 2 -842150451 -9686 325
10.586 3 3 -842150451 -14978 44
10.586 3 4 -842150451 -12344 309
10.586 4 0 -842150451 4 264
10.586 4 1 -842150451 -9248 291
10.586 4 2 50600 48766 39
10.586 4 3 -842150451 -11354 299
10.586 4 4 -842150451 -16874 165
10.586 5 0 -842150451 -10754 331
10.586 5 1 -842150451 -13898 220
10.586 5 2 -842150451 -12050 324
10.586 5 3 -842150451 -15392 202
10.586 5 4 -842150451 -11420 315
10.586 6 0 -842150451 4 232
10.586 6 1 -842150451 -14264 256
10.586 6 2 -842150451 -15506 244
10.586 6 3 -842150451 -12524 317
10.586 6 4 -842150451 -14966 191
10.586 7 0 -842150451 -13898 171
10.586 7 1 -842150451 -13778 268
10.586 7 2 -842150451 -13472 320
10.586 7 3 -842150451 -17252 220
10.586 7 4 -842150451 -15326 347
10.586 8 0 -842150451 -14 223
10.586 8 1 -842150451 -13562 274
10.586 8 2 -842150451 -14276 213
10.586 8 3 -842150451 -10556 335
10.586 8 4 -842150451 -14186 172
10.586 9 0 -842150451 -9794 298
10.586 9 1 -842150451 -16316 215
10.586 9 2 -842150451 -9050 334
10.586 9 3 -842150451 -14600 229
10.586 9 4 -842150451 -10508 253
10.602 0 0 -842150451 -2 228
10.602 0 1 -842150451 -10664 312
10.602 0 2 -842150451 -13064 180
10.602 0 3 -842150451 -9698 290
10.602 0 4 -842150451 -11972 189
10.602 1 0 -842150451 -12602 321
10.602 1 1 -842150451 -13706 179
10.602 1 2 -842150451 -11186 241
10.602 1 3 -842150451 -15290 208
10.602 1 4 -842150451 -10742 310
10.602 2 0 -842150451 4 24
10.602 2 1 -842150451 -13556 252
10.602 2 2 -842150451 6 220
10.602 2 3 -842150451 -11774 306
10.602 2 4 -842150451 -14744 233
10.602 3 0 -842150451 -3962 89
10.602 3 1 -842150451 -17180 187
10.602 3 2 -842150451 -9680 324
10.602 3 3 -842150451 -14978 39
10.602 3 4 -842150451 -12344 306
10.602 4 0 -842150451 4 264
10.602 4 1 -842150451 -9248 291
10.602 4 2 50900 48808 124
10.602 4 3 -842150451 -11360 301
10.602 4 4 -842150451 -16874 165
10.602 5 0 -842150451 -10754 331
10.602 5 1 -842150451 -13898 220
10.602 5 2 -842150451 -12050 326
10.602 5 3 -842150451 -15392 212
10.602 5 4 -842150451 -11414 317
10.602 6 0 -842150451 4 232
10.602 6 1 -842150451 -14264 250
10.602 6 2 -842150451 -15506 240
10.602 6 3 -842150451 -12524 320
10.602 6 4 -842150451 -14966 191
10.602 7 0 -842150451 -13898 171
10.602 7 1 -842150451 -13778 268
10.602 7 2 -842150451 -13472 317
10.602 7 3 -842150451 -17252 236
10.602 7 4 -842150451 -15326 344
10.602 8 0 -842150451 -14 223
10.602 8 1 -842150451 -13568 269
10.602 8 2 -842150451 -14276 217
10.602 8 3 -842150451 -10562 336
10.602 8 4 -842150451 -14186 172
10.602 9 0 -842150451 -9794 298
10.602 9 1 -842150451 -16316 215
10.602 9 2 -842150451 -9044 336
10.602 9 3 -842150451 -14612 236
10.602 9 4 -842150451 -10514 255
10.619 0 0 -842150451 -2 228
10.619 0 1 -842150451 -10670 311
10.619 0 2 -842150451 -13064 183
10.619 0 3 -842150451 -9698 295
10.619 0 4 -842150451 -11972 189
10.619 1 0 -842150451 -12602 321
10.619 1 1 -842150451 -13706 179
10.619 1 2 -842150451 -11186 237
10.619 1 3 -842150451 -15290 208
10.619 1 4 -842150451 -10742 315
10.619 2 0 -842150451 4 24
10.619 2 1 -842150451 -13556 251
10.619 2 2 -842150451 6 224
10.619 2 3 -842150451 -11780 306
10.619 2 4 -842150451 -14744 233
10.619 3 0 -842150451 -3962 89
10.619 3 1 -842150451 -17180 187
10.619 3 2 -842150451 -9686 326
10.619 3 3 -842150451 -14984 41
10.619 3 4 -842150451 -12344 306
10.619 4 0 -842150451 4 264
10.619 4 1 -842150451 -9248 292
10.619 4 2 51200 48838 243
10.619 4 3 -842150451 -11360 299
10.619 4 4 -842150451 -16874 165
10.619 5 0 -842150451 -10754 331
10.619 5 1 -842150451 -13898 220
10.619 5 2 -842150451 -12050 326
10.619 5 3 -842150451 -15392 212
10.619 5 4 -842150451 -11420 315
10.619 6 0 -842150451 4 232
10.619 6 1 -842150451 -14264 252
10.619 6 2 -842150451 -15500 251
10.619 6 3 -842150451 -12524 314
10.619 6 4 -842150451 -14966 191
10.619 7 0 -842150451 -13898 171
10.619 7 1 -842150451 -13778 268
10.619 7 2 -842150451 -13478 317
10.619 7 3 -842150451 -17246 235
10.619 7 4 -842150451 -15326 342
10.619 8 0 -842150451 -14 223
10.619 8 1 -842150451 -13568 274
10.619 8 2 -842150451 -14276 214
10.619 8 3 -842150451 -10562 338
10.619 8 4 -842150451 -14186 172
10.619 9 0 -842150451 -9794 298
10.619 9 1 -842150451 -16316 215
10.619 9 2 -842150451 -9044 333
10.619 9 3 -842150451 -14618 238
10.619 9 4 -842150451 -10508 256
10.636 0 0 -842150451 -2 228
10.636 0 1 -842150451 -10664 311
10.636 0 2 -842150451 -13064 184
10.636 0 3 -842150451 -9698 294
10.636 0 4 -842150451 -11972 189
10.636 1 0 -842150451 -12602 321
10.636 1 1 -842150451 -13706 179
10.636 1 2 -842150451 -11192 240
10.636 1 3 -842150451 -15296 207
10.636 1 4 -842150451 -10742 311
10.636 2 0 -842150451 4 24
10.636 2 1 -842150451 -13556 247
10.636 2 2 -842150451 6 223
10.636 2 3 -842150451 -11780 304
10.636 2 4 -842150451 -14744 233
10.636 3 0 -842150451 -3962 89
10.636 3 1 -842150451 -17180 187
10.636 3 2 -842150451 -9686 325
10.636 3 3 -842150451 -14978 40
10.636 3 4 -842150451 -12338 313
10.636 4 0 -842150451 4 264
10.636 4 1 -842150451 -9242 289
10.636 4 2 51500 48922 336
10.636 4 3 -842150451 -11360 299
10.636 4 4 -842150451 -16874 165
10.636 5 0 -842150451 -10754 331
10.636 5 1 -842150451 -13898 220
10.636 5 2 -842150451 -12056 327
10.636 5 3 -842150451 -15392 209
10.636 5 4 -842150451 -11414 316
10.636 6 0 -842150451 4 232
10.636 6 1 -842150451 -14258 252
10.636 6 2 -842150451 -15506 249
10.636 6 3 -842150451 -12530 320
10.636 6 4 -842150451 -14966 191
10.636 7 0 -842150451 -13898 171
10.636 7 1 -842150451 -13778 268
10.636 7 2 -842150451 -13478 317
10.636 7 3 -842150451 -17252 226
10.636 7 4 -842150451 -15326 341
10.636 8 0 -842150451 -14 223
10.636 8 1 -842150451 -13568 271
10.636 8 2 -842150451 -14276 214
10.636 8 3 -842150451 -10556 339
10.636 8 4 -842150451 -14186 172
10.636 9 0 -842150451 -9794 298
10.636 9 1 -842150451 -16316 215
10.636 9 2 -842150451 -9050 333
10.636 9 3 -842150451 -14612 237
10.636 9 4 -842150451 -10508 249
10.652 0 0 -842150451 -2 228
10.652 0 1 -842150451 -10670 314
10.652 0 2 -842150451 -13064 186
10.652 0 3 -842150451 -9698 287
10.652 0 4 -842150451 -11972 189
10.652 1 0 -842150451 -12602 321
10.652 1 1 -842150451 -13706 179
10.652 1 2 -842150451 -11186 243
10.652 1 3 -842150451 -15296 204
10.652 1 4 -842150451 -10742 311
10.652 2 0 -842150451 4 24
10.652 2 1 -842150451 -13562 246
10.652 2 2 -842150451 6 224
10.652 2 3 -842150451 -11774 307
10.652 2 4 -842150451 -14744 233
10.652 3 0 -842150451 -3962 89
10.652 3 1 -842150451 -17180 187
10.652 3 2 -842150451 -9680 327
10.652 3 3 -842150451 -14978 41
10.652 3 4 -842150451 -12344 312
10.652 4 0 -842150451 4 264
10.652 4 1 -842150451 -9242 291
10.652 4 2 51800 49558 432
10.652 4 3 -842150451 -11354 302
10.652 4 4 -842150451 -16874 165
10.652 5 0 -842150451 -10754 331
10.652 5 1 -842150451 -13898 220
10.652 5 2 -842150451 -12050 326
10.652 5 3 -842150451 -15386 215
10.652 5 4 -842150451 -11414 314
10.652 6 0 -842150451 4 232
10.652 6 1 -842150451 -14264 253
10.652 6 2 -842150451 -15500 247
10.652 6 3 -842150451 -12524 319
10.652 6 4 -842150451 -14966 191
10.652 7 0 -842150451 -13898 171
10.652 7 1 -842150451 -13778 268
10.652 7 2 -842150451 -13478 317
10.652 7 3 -842150451 -17246 227
10.652 7 4 -842150451 -15326 345
10.652 8 0 -842150451 -14 223
10.652 8 1 -842150451 -13562 271
10.652 8 2 -842150451 -14276 212
10.652 8 3 -842150451 -10556 338
10.652 8 4 -842150451 -14186 172
10.652 9 0 -842150451 -9794 298
10.652 9 1 -842150451 -16316 215
10.652 9 2 -842150451 -9050 334
10.652 9 3 -842150451 -14612 236
10.652 9 4 -842150451 -10514 247
10.669 0 0 -842150451 -2 228
10.669 0 1 -842150451 -10664 315
10.669 0 2 -842150451 -13058 188
10.669 0 3 -842150451 -9698 293
10.669 0 4 -842150451 -11972 189
10.669 1 0 -842150451 -12602 321
10.669 1 1 -842150451 -13706 179
10.669 1 2 -842150451 -11186 232
10.669 1 3 -842150451 -15296 207
10.669 1 4 -842150451 -10736 311
10.669 2 0 -842150451 4 24
10.669 2 1 -842150451 -13562 250
10.669 2 2 -842150451 6 220
10.669 2 3 -842150451 -11780 303
10.669 2 4 -842150451 -14744 233
10.669 3 0 -842150451 -3962 89
10.669 3 1 -842150451 -17180 187
10.669 3 2 -842150451 -9686 327
10.669 3 3 -842150451 -14978 40
10.669 3 4 -842150451 -12338 313
10.669 4 0 -842150451 4 264
10.669 4 1 -842150451 -9248 292
10.669 4 2 52100 50476 434
10.669 4 3 -842150451 -11354 299
10.669 4 4 -842150451 -16874 165
10.669 5 0 -842150451 -10754 331
10.669 5 1 -842150451 -13898 220
10.669 5 2 -842150451 -12050 326
10.669 5 3 -842150451 -15386 202
10.669 5 4 -842150451 -11420 313
10.669 6 0 -842150451 4 232
10.669 6 1 -842150451 -14264 254
10.669 6 2 -842150451 -15500 240
10.669 6 3 -842150451 -12524 321
10.669 6 4 -842150451 -14966 191
10.669 7 0 -842150451 -13898 171
10.669 7 1 -842150451 -13778 268
10.669 7 2 -842150451 -13472 317
10.669 7 3 -842150451 -17252 220
10.669 7 4 -842150451 -15326 349
10.669 8 0 -842150451 -14 223
10.669 8 1 -842150451 -13568 272
10.669 8 2 -842150451 -14276 208
10.669 8 3 -842150451 -10556 337
10.669 8 4 -842150451 -14186 172
10.669 9 0 -842150451 -9794 298
10.669 9 1 -842150451 -16316 215
10.669 9 2 -842150451 -9050 335
10.669 9 3 -842150451 -14618 237
10.669 9 4 -842150451 -10508 249
10.685 0 0 -842150451 -2 228
10.685 0 1 -842150451 -10664 313
10.685 0 2 -842150451 -13064 188
10.685 0 3 -842150451 -9698 293
10.685 0 4 -842150451 -11972 189
10.685 1 0 -842150451 -12602 321
10.685 1 1 -842150451 -13706 179
10.685 1 2 -842150451 -11186 245
10.685 1 3 -842150451 -15296 204
10.685 1 4 -842150451 -10736 310
10.685 2 0 -842150451 4 24
10.685 2 1 -842150451 -13556 251
10.685 2 2 -842150451 6 220
10.685 2 3 -842150451 -11780 305
10.685 2 4 -842150451 -14744 233
10.685 3 0 -842150451 -3962 89
10.685 3 1 -842150451 -17180 187
10.685 3 2 -842150451 -9680 324
10.685 3 3 -842150451 -14978 39
10.685 3 4 -842150451 -12338 313
10.685 4 0 -842150451 4 264
10.685 4 1 -842150451 -9248 294
10.685 4 2 52400 51016 437
10.685 4 3 -842150451 -11360 300
10.685 4 4 -842150451 -16874 165
10.685 5 0 -842150451 -10754 331
10.685 5 1 -842150451 -13898 220
10.685 5 2 -842150451 -12056 327
10.685 5 3 -842150451 -15392 198
10.685 5 4 -842150451 -11414 314
10.685 6 0 -842150451 4 232
10.685 6 1 -842150451 -14258 252
10.685 6 2 -842150451 -15506 243
10.685 6 3 -842150451 -12530 322
10.685 6 4 -842150451 -14966 191
10.685 7 0 -842150451 -13898 171
10.685 7 1 -842150451 -13778 268
10.685 7 2 -842150451 -13472 316
10.685 7 3 -842150451 -17252 220
10.685 7 4 -842150451 -15326 345
10.685 8 0 -842150451 -14 223
10.685 8 1 -842150451 -13562 271
10.685 8 2 -842150451 -14276 212
10.685 8 3 -842150451 -10562 336
10.685 8 4 -842150451 -14186 172
10.685 9 0 -842150451 -9794 298
10.685 9 1 -842150451 -16316 215
10.685 9 2 -842150451 -9050 335
10.685 9 3 -842150451 -14612 237
10.685 9 4 -842150451 -10508 254
10.702 0 0 -842150451 -2 228
10.702 0 1 -842150451 -10670 314
10.702 0 2 -842150451 -13058 189
10.702 0 3 -842150451 -9692 291
10.702 0 4 -842150451 -11972 189
10.702 1 0 -842150451 -12602 321
10.702 1 1 -842150451 -13706 179
10.702 1 2 -842150451 -11192 235
10.702 1 3 -842150451 -15296 203
10.702 1 4 -842150451 -10736 308
10.702 2 0 -842150451 4 24
10.702 2 1 -842150451 -13562 248
10.702 2 2 -842150451 6 224
10.702 2 3 -842150451 -11774 306
10.702 2 4 -842150451 -14744 233
10.702 3 0 -842150451 -3962 89
10.702 3 1 -842150451 -17180 187
10.702 3 2 -842150451 -9680 324
10.702 3 3 -842150451 -14978 41
10.702 3 4 -842150451 -12338 310
10.702 4 0 -842150451 4 264
10.702 4 1 -842150451 -9242 292
10.702 4 2 52700 51388 445
10.702 4 3 -842150451 -11360 299
10.702 4 4 -842150451 -16874 165
10.702 5 0 -842150451 -10754 331
10.702 5 1 -842150451 -13898 220
10.702 5 2 -842150451 -12050 324
10.702 5 3 -842150451 -15392 199
10.702 5 4 -842150451 -11414 316
10.702 6 0 -842150451 4 232
10.702 6 1 -842150451 -14258 251
10.702 6 2 -842150451 -15500 248
10.702 6 3 -842150451 -12530 316
10.702 6 4 -842150451 -14966 191
10.702 7 0 -842150451 -13898 171
10.702 7 1 -842150451 -13778 268
10.702 7 2 -842150451 -13472 316
10.702 7 3 -842150451 -17252 227
10.702 7 4 -842150451 -15332 345
10.702 8 0 -842150451 -14 223
10.702 8 1 -842150451 -13568 272
10.702 8 2 -842150451 -14276 213
10.702 8 3 -842150451 -10556 337
10.702 8 4 -842150451 -14186 172
10.702 9 0 -842150451 -9794 298
10.702 9 1 -842150451 -16316 215
10.702 9 2 -842150451 -9050 334
10.702 9 3 -842150451 -14612 238
10.702 9 4 -842150451 -10508 258
10.719 0 0 -842150451 -2 228
10.719 0 1 -842150451 -10670 314
10.719 0 2 -842150451 -13064 190
10.719 0 3 -842150451 -9698 291
10.719 0 4 -842150451 -11972 189
10.719 1 0 -842150451 -12602 321
10.719 1 1 -842150451 -13706 179
10.719 1 2 -842150451 -11192 236
10.719 1 3 -842150451 -15296 201
10.719 1 4 -842150451 -10742 310
10.719 2 0 -842150451 4 24
10.719 2 1 -842150451 -13562 249
10.719 2 2 -842150451 0 220
10.719 2 3 -842150451 -11780 305
10.719 2 4 -842150451 -14744 233
10.719 3 0 -842150451 -3962 89
10.719 3 1 -842150451 -17180 187
10.719 3 2 -842150451 -9686 324
10.719 3 3 -842150451 -14978 42
10.719 3 4 -842150451 -12338 311
10.719 4 0 -842150451 4 264
10.719 4 1 -842150451 -9242 291
10.719 4 2 53000 51730 439
10.719 4 3 -842150451 -11360 298
10.719 4 4 -842150451 -16874 165
10.719 5 0 -842150451 -10754 331
10.719 5 1 -842150451 -13898 220
10.719 5 2 -842150451 -12050 323
10.719 5 3 -842150451 -15386 203
10.719 5 4 -842150451 -11420 317
10.719 6 0 -842150451 4 232
10.719 6 1 -842150451 -14258 248
10.719 6 2 -842150451 -15500 242
10.719 6 3 -842150451 -12530 317
10.719 6 4 -842150451 -14966 191
10.719 7 0 -842150451 -13898 171
10.719 7 1 -842150451 -13778 268
10.719 7 2 -842150451 -13478 316
10.719 7 3 -842150451 -17252 230
10.719 7 4 -842150451 -15326 348
10.719 8 0 -842150451 -14 223
10.719 8 1 -842150451 -13562 272
10.719 8 2 -842150451 -14276 216
