time i j heightsForShapeDisplay heightsFromShapeDisplay forceFromShapeDisplay
2.538 7 0 -842150451 -13898 171
2.538 7 1 -842150451 -13778 268
2.538 7 2 -842150451 -13472 318
2.538 7 3 -842150451 -17246 225
2.538 7 4 -842150451 -15326 344
2.538 8 0 -842150451 -14 223
2.538 8 1 -842150451 -13562 277
2.538 8 2 -842150451 -14282 206
2.538 8 3 -842150451 -10556 337
2.538 8 4 -842150451 -14186 172
2.538 9 0 -842150451 -9794 298
2.538 9 1 -842150451 -16316 215
2.538 9 2 -842150451 -9050 333
2.538 9 3 -842150451 -14606 228
2.538 9 4 -842150451 -10508 254
2.552 0 0 -842150451 -2 228
2.552 0 1 -842150451 -10664 310
2.552 0 2 -842150451 -13070 187
2.552 0 3 -842150451 -9698 296
2.552 0 4 -842150451 -11972 189
2.552 1 0 -842150451 -12602 321
2.552 1 1 -842150451 -13706 179
2.552 1 2 -842150451 -11192 226
2.552 1 3 -842150451 -15296 207
2.552 1 4 -842150451 -10742 313
2.552 2 0 -842150451 4 24
2.552 2 1 -842150451 -13556 252
2.552 2 2 -842150451 12 221
2.552 2 3 -842150451 -11774 311
2.552 2 4 -842150451 -14744 233
2.552 3 0 -842150451 -3962 89
2.552 3 1 -842150451 -17180 187
2.552 3 2 -842150451 -9686 327
2.552 3 3 -842150451 -14978 42
2.552 3 4 -842150451 -12338 311
2.552 4 0 -842150451 4 264
2.552 4 1 -842150451 -9248 292
2.552 4 2 50000 76132 664
2.552 4 3 -842150451 -11360 302
2.552 4 4 -842150451 -16874 165
2.552 5 0 -842150451 -10754 331
2.552 5 1 -842150451 -13898 220
2.552 5 2 -842150451 -12056 330
2.552 5 3 -842150451 -15392 204
2.552 5 4 -842150451 -11414 315
2.552 6 0 -842150451 4 232
2.552 6 1 -842150451 -14258 253
2.552 6 2 -842150451 -15506 254
2.552 6 3 -842150451 -12524 321
2.552 6 4 -842150451 -14966 191
2.552 7 0 -842150451 -13898 171
2.552 7 1 -842150451 -13778 268
2.552 7 2 -842150451 -13478 317
2.552 7 3 -842150451 -17252 231
2.552 7 4 -842150451 -15326 345
2.552 8 0 -842150451 -14 223
2.552 8 1 -842150451 -13562 276
2.552 8 2 -842150451 -14276 205
2.552 8 3 -842150451 -10562 337
2.552 8 4 -842150451 -14186 172
2.552 9 0 -842150451 -9794 298
2.552 9 1 -842150451 -16316 215
2.552 9 2 -842150451 -9050 332
2.552 9 3 -842150451 -14618 229
2.552 9 4 -842150451 -10508 251
2.569 0 0 -842150451 -2 228
2.569 0 1 -842150451 -10670 311
2.569 0 2 -842150451 -13064 184
2.569 0 3 -842150451 -9698 295
2.569 0 4 -842150451 -11972 189
2.569 1 0 -842150451 -12602 321
2.569 1 1 -842150451 -13706 179
2.569 1 2 -842150451 -11192 229
2.569 1 3 -842150451 -15296 207
2.569 1 4 -842150451 -10736 310
2.569 2 0 -842150451 4 24
2.569 2 1 -842150451 -13562 247
2.569 2 2 -842150451 12 221
2.569 2 3 -842150451 -11780 307
2.569 2 4 -842150451 -14744 233
2.569 3 0 -842150451 -3962 89
2.569 3 1 -842150451 -17180 187
2.569 3 2 -842150451 -9680 328
2.569 3 3 -842150451 -14978 45
2.569 3 4 -842150451 -12344 304
2.569 4 0 -842150451 4 264
2.569 4 1 -842150451 -9248 289
2.569 4 2 50000 53764 733
2.569 4 3 -842150451 -11360 303
2.569 4 4 -842150451 -16874 165
2.569 5 0 -842150451 -10754 331
2.569 5 1 -842150451 -13898 220
2.569 5 2 -842150451 -12050 332
2.569 5 3 -842150451 -15392 208
2.569 5 4 -842150451 -11414 314
2.569 6 0 -842150451 4 232
2.569 6 1 -842150451 -14264 254
2.569 6 2 -842150451 -15506 255
2.569 6 3 -842150451 -12524 313
2.569 6 4 -842150451 -14966 191
2.569 7 0 -842150451 -13898 171
2.569 7 1 -842150451 -13778 268
2.569 7 2 -842150451 -13478 316
2.569 7 3 -842150451 -17252 225
2.569 7 4 -842150451 -15326 343
2.569 8 0 -842150451 -14 223
2.569 8 1 -842150451 -13562 272
2.569 8 2 -842150451 -14282 205
2.569 8 3 -842150451 -10562 337
2.569 8 4 -842150451 -14186 172
2.569 9 0 -842150451 -9794 298
2.569 9 1 -842150451 -16316 215
2.569 9 2 -842150451 -9050 332
2.569 9 3 -842150451 -14612 234
2.569 9 4 -842150451 -10508 253
2.585 0 0 -842150451 -2 228
2.585 0 1 -842150451 -10670 311
2.585 0 2 -842150451 -13058 189
2.585 0 3 -842150451 -9698 294
2.585 0 4 -842150451 -11972 189
2.585 1 0 -842150451 -12602 321
2.585 1 1 -842150451 -13706 179
2.585 1 2 -842150451 -11192 238
2.585 1 3 -842150451 -15290 206
2.585 1 4 -842150451 -10742 310
2.585 2 0 -842150451 4 24
2.585 2 1 -842150451 -13562 249
2.585 2 2 -842150451 12 225
2.585 2 3 -842150451 -11780 307
2.585 2 4 -842150451 -14744 233
2.585 3 0 -842150451 -3962 89
2.585 3 1 -842150451 -17180 187
2.585 3 2 -842150451 -9686 327
2.585 3 3 -842150451 -14978 42
2.585 3 4 -842150451 -12344 315
2.585 4 0 -842150451 4 264
2.585 4 1 -842150451 -9248 289
2.585 4 2 50000 48436 1067
2.585 4 3 -842150451 -11360 294
2.585 4 4 -842150451 -16874 165
2.585 5 0 -842150451 -10754 331
2.585 5 1 -842150451 -13898 220
2.585 5 2 -842150451 -12050 333
2.585 5 3 -842150451 -15392 209
2.585 5 4 -842150451 -11414 315
2.585 6 0 -842150451 4 232
2.585 6 1 -842150451 -14264 255
2.585 6 2 -842150451 -15500 247
2.585 6 3 -842150451 -12524 318
2.585 6 4 -842150451 -14966 191
2.585 7 0 -842150451 -13898 171
2.585 7 1 -842150451 -13778 268
2.585 7 2 -842150451 -13478 316
2.585 7 3 -842150451 -17252 226
2.585 7 4 -842150451 -15326 348
2.585 8 0 -842150451 -14 223
2.585 8 1 -842150451 -13562 271
2.585 8 2 -842150451 -14276 208
2.585 8 3 -842150451 -10556 337
2.585 8 4 -842150451 -14186 172
2.585 9 0 -842150451 -9794 298
2.585 9 1 -842150451 -16316 215
2.585 9 2 -842150451 -9050 335
2.585 9 3 -842150451 -14612 234
2.585 9 4 -842150451 -10514 253
2.602 0 0 -842150451 -2 228
2.602 0 1 -842150451 -10670 313
2.602 0 2 -842150451 -13058 189
2.602 0 3 -842150451 -9698 292
2.602 0 4 -842150451 -11972 189
2.602 1 0 -842150451 -12602 321
2.602 1 1 -842150451 -13706 179
2.602 1 2 -842150451 -11186 241
2.602 1 3 -842150451 -15296 205
2.602 1 4 -842150451 -10742 310
2.602 2 0 -842150451 4 24
2.602 2 1 -842150451 -13562 250
2.602 2 2 -842150451 0 220
2.602 2 3 -842150451 -11780 306
2.602 2 4 -842150451 -14744 233
2.602 3 0 -842150451 -3962 89
2.602 3 1 -842150451 -17180 187
2.602 3 2 -842150451 -9686 324
2.602 3 3 -842150451 -14978 42
2.602 3 4 -842150451 -12338 311
2.602 4 0 -842150451 4 264
2.602 4 1 -842150451 -9242 287
2.602 4 2 50000 48832 789
2.602 4 3 -842150451 -11354 297
2.602 4 4 -842150451 -16874 165
2.602 5 0 -842150451 -10754 331
2.602 5 1 -842150451 -13898 220
2.602 5 2 -842150451 -12050 333
2.602 5 3 -842150451 -15386 207
2.602 5 4 -842150451 -11414 316
2.602 6 0 -842150451 4 232
2.602 6 1 -842150451 -14264 256
2.602 6 2 -842150451 -15500 250
2.602 6 3 -842150451 -12524 321
2.602 6 4 -842150451 -14966 191
2.602 7 0 -842150451 -13898 171
2.602 7 1 -842150451 -13778 268
2.602 7 2 -842150451 -13472 318
2.602 7 3 -842150451 -17246 226
2.602 7 4 -842150451 -15326 344
2.602 8 0 -842150451 -14 223
2.602 8 1 -842150451 -13562 271
2.602 8 2 -842150451 -14276 208
2.602 8 3 -842150451 -10556 338
2.602 8 4 -842150451 -14186 172
2.602 9 0 -842150451 -9794 298
2.602 9 1 -842150451 -16316 215
2.602 9 2 -842150451 -9044 336
2.602 9 3 -842150451 -14612 233
2.602 9 4 -842150451 -10508 254
2.619 0 0 -842150451 -2 228
2.619 0 1 -842150451 -10670 313
2.619 0 2 -842150451 -13058 183
2.619 0 3 -842150451 -9692 292
2.619 0 4 -842150451 -11972 189
2.619 1 0 -842150451 -12602 321
2.619 1 1 -842150451 -13706 179
2.619 1 2 -842150451 -11186 233
2.619 1 3 -842150451 -15296 208
2.619 1 4 -842150451 -10742 313
2.619 2 0 -842150451 4 24
2.619 2 1 -842150451 -13562 250
2.619 2 2 -842150451 6 219
2.619 2 3 -842150451 -11780 307
2.619 2 4 -842150451 -14744 233
2.619 3 0 -842150451 -3962 89
2.619 3 1 -842150451 -17180 187
2.619 3 2 -842150451 -9686 324
2.619 3 3 -842150451 -14984 41
2.619 3 4 -842150451 -12344 316
2.619 4 0 -842150451 4 264
2.619 4 1 -842150451 -9248 289
2.619 4 2 50000 49312 634
2.619 4 3 -842150451 -11354 299
2.619 4 4 -842150451 -16874 165
2.619 5 0 -842150451 -10754 331
2.619 5 1 -842150451 -13898 220
2.619 5 2 -842150451 -12056 334
2.619 5 3 -842150451 -15386 209
2.619 5 4 -842150451 -11414 315
2.619 6 0 -842150451 4 232
2.619 6 1 -842150451 -14264 255
2.619 6 2 -842150451 -15500 248
2.619 6 3 -842150451 -12524 317
2.619 6 4 -842150451 -14966 191
2.619 7 0 -842150451 -13898 171
2.619 7 1 -842150451 -13778 268
2.619 7 2 -842150451 -13478 316
2.619 7 3 -842150451 -17252 225
2.619 7 4 -842150451 -15326 346
2.619 8 0 -842150451 -14 223
2.619 8 1 -842150451 -13568 273
2.619 8 2 -842150451 -14276 207
2.619 8 3 -842150451 -10562 336
2.619 8 4 -842150451 -14186 172
2.619 9 0 -842150451 -9794 298
2.619 9 1 -842150451 -16316 215
2.619 9 2 -842150451 -9044 336
2.619 9 3 -842150451 -14618 234
2.619 9 4 -842150451 -10514 256
2.635 0 0 -842150451 -2 228
2.635 0 1 -842150451 -10670 312
2.635 0 2 -842150451 -13052 177
2.635 0 3 -842150451 -9698 292
2.635 0 4 -842150451 -11972 189
2.635 1 0 -842150451 -12602 321
2.635 1 1 -842150451 -13706 179
2.635 1 2 -842150451 -11192 238
2.635 1 3 -842150451 -15302 209
2.635 1 4 -842150451 -10736 312
2.635 2 0 -842150451 4 24
2.635 2 1 -842150451 -13556 246
2.635 2 2 -842150451 6 216
2.635 2 3 -842150451 -11774 305
2.635 2 4 -842150451 -14744 233
2.635 3 0 -842150451 -3962 89
2.635 3 1 -842150451 -17180 187
2.635 3 2 -842150451 -9686 326
2.635 3 3 -842150451 -14978 43
2.635 3 4 -842150451 -12338 312
2.635 4 0 -842150451 4 264
2.635 4 1 -842150451 -9248 289
2.635 4 2 50000 50014 465
2.635 4 3 -842150451 -11354 303
2.635 4 4 -842150451 -16874 165
2.635 5 0 -842150451 -10754 331
2.635 5 1 -842150451 -13898 220
2.635 5 2 -842150451 -12050 333
2.635 5 3 -842150451 -15392 205
2.635 5 4 -842150451 -11420 314
2.635 6 0 -842150451 4 232
2.635 6 1 -842150451 -14258 253
2.635 6 2 -842150451 -15506 254
2.635 6 3 -842150451 -12530 319
2.635 6 4 -842150451 -14966 191
2.635 7 0 -842150451 -13898 171
2.635 7 1 -842150451 -13778 268
2.635 7 2 -842150451 -13478 317
2.635 7 3 -842150451 -17246 233
2.635 7 4 -842150451 -15332 345
2.635 8 0 -842150451 -14 223
2.635 8 1 -842150451 -13562 273
2.635 8 2 -842150451 -14276 212
2.635 8 3 -842150451 -10562 335
2.635 8 4 -842150451 -14186 172
2.635 9 0 -842150451 -9794 298
2.635 9 1 -842150451 -16316 215
2.635 9 2 -842150451 -9050 331
2.635 9 3 -842150451 -14600 239
2.635 9 4 -842150451 -10508 250
2.652 0 0 -842150451 -2 228
2.652 0 1 -842150451 -10670 315
2.652 0 2 -842150451 -13058 183
2.652 0 3 -842150451 -9692 291
2.652 0 4 -842150451 -11972 189
2.652 1 0 -842150451 -12602 321
2.652 1 1 -842150451 -13706 179
2.652 1 2 -842150451 -11192 234
2.652 1 3 -842150451 -15296 205
2.652 1 4 -842150451 -10742 309
2.652 2 0 -842150451 4 24
2.652 2 1 -842150451 -13562 243
2.652 2 2 -842150451 12 216
2.652 2 3 -842150451 -11780 307
2.652 2 4 -842150451 -14744 233
2.652 3 0 -842150451 -3962 89
2.652 3 1 -842150451 -17180 187
2.652 3 2 -842150451 -9686 326
2.652 3 3 -842150451 -14984 45
2.652 3 4 -842150451 -12344 309
2.652 4 0 -842150451 4 264
2.652 4 1 -842150451 -9248 291
2.652 4 2 50000 50008 421
2.652 4 3 -842150451 -11360 302
2.652 4 4 -842150451 -16874 165
2.652 5 0 -842150451 -10754 331
2.652 5 1 -842150451 -13898 220
2.652 5 2 -842150451 -12050 331
2.652 5 3 -842150451 -15392 201
2.652 5 4 -842150451 -11414 312
2.652 6 0 -842150451 4 232
2.652 6 1 -842150451 -14264 251
2.652 6 2 -842150451 -15500 249
2.652 6 3 -842150451 -12530 317
2.652 6 4 -842150451 -14966 191
2.652 7 0 -842150451 -13898 171
2.652 7 1 -842150451 -13778 268
2.652 7 2 -842150451 -13472 318
2.652 7 3 -842150451 -17246 235
2.652 7 4 -842150451 -15326 347
2.652 8 0 -842150451 -14 223
2.652 8 1 -842150451 -13562 276
2.652 8 2 -842150451 -14276 213
2.652 8 3 -842150451 -10562 333
2.652 8 4 -842150451 -14186 172
2.652 9 0 -842150451 -9794 298
2.652 9 1 -842150451 -16316 215
2.652 9 2 -842150451 -9050 328
2.652 9 3 -842150451 -14612 243
2.652 9 4 -842150451 -10514 252
2.669 0 0 -842150451 -2 228
2.669 0 1 -842150451 -10670 308
2.669 0 2 -842150451 -13064 179
2.669 0 3 -842150451 -9698 289
2.669 0 4 -842150451 -11972 189
2.669 1 0 -842150451 -12602 321
2.669 1 1 -842150451 -13706 179
2.669 1 2 -842150451 -11192 238
2.669 1 3 -842150451 -15296 209
2.669 1 4 -842150451 -10736 311
2.669 2 0 -842150451 4 24
2.669 2 1 -842150451 -13556 245
2.669 2 2 -842150451 6 221
2.669 2 3 -842150451 -11780 303
2.669 2 4 -842150451 -14744 233
2.669 3 0 -842150451 -3962 89
2.669 3 1 -842150451 -17180 187
2.669 3 2 -842150451 -9686 320
2.669 3 3 -842150451 -14978 44
2.669 3 4 -842150451 -12344 311
2.669 4 0 -842150451 4 264
2.669 4 1 -842150451 -9242 293
2.669 4 2 50000 50014 407
2.669 4 3 -842150451 -11360 303
2.669 4 4 -842150451 -16874 165
2.669 5 0 -842150451 -10754 331
2.669 5 1 -842150451 -13898 220
2.669 5 2 -842150451 -12050 326
2.669 5 3 -842150451 -15392 209
2.669 5 4 -842150451 -11414 313
2.669 6 0 -842150451 4 232
2.669 6 1 -842150451 -14264 253
2.669 6 2 -842150451 -15500 252
2.669 6 3 -842150451 -12524 316
2.669 6 4 -842150451 -14966 191
2.669 7 0 -842150451 -13898 171
2.669 7 1 -842150451 -13778 268
2.669 7 2 -842150451 -13472 318
2.669 7 3 -842150451 -17252 221
2.669 7 4 -842150451 -15326 346
2.669 8 0 -842150451 -14 223
2.669 8 1 -842150451 -13568 273
2.669 8 2 -842150451 -14276 209
2.669 8 3 -842150451 -10556 335
2.669 8 4 -842150451 -14186 172
2.669 9 0 -842150451 -9794 298
2.669 9 1 -842150451 -16316 215
2.669 9 2 -842150451 -9044 328
2.669 9 3 -842150451 -14612 244
2.669 9 4 -842150451 -10514 250
2.684 0 0 -842150451 -2 228
2.684 0 1 -842150451 -10670 308
2.684 0 2 -842150451 -13064 179
2.684 0 3 -842150451 -9698 289
2.684 0 4 -842150451 -11972 189
2.684 1 0 -842150451 -12602 321
2.684 1 1 -842150451 -13706 179
2.684 1 2 -842150451 -11192 238
2.684 1 3 -842150451 -15296 209
2.684 1 4 -842150451 -10736 311
2.684 2 0 -842150451 4 24
2.684 2 1 -842150451 -13556 245
2.684 2 2 -842150451 6 221
2.684 2 3 -842150451 -11780 303
2.684 2 4 -842150451 -14744 233
2.684 3 0 -842150451 -3962 89
2.684 3 1 -842150451 -17180 187
2.684 3 2 -842150451 -9686 320
2.684 3 3 -842150451 -14978 44
2.684 3 4 -842150451 -12344 311
2.684 4 0 -842150451 4 264
2.684 4 1 -842150451 -9242 293
2.684 4 2 50000 50014 407
2.684 4 3 -842150451 -11360 303
2.684 4 4 -842150451 -16874 165
2.684 5 0 -842150451 -10754 331
2.684 5 1 -842150451 -13898 220
2.684 5 2 -842150451 -12050 326
2.684 5 3 -842150451 -15392 209
2.684 5 4 -842150451 -11414 313
2.684 6 0 -842150451 4 232
2.684 6 1 -842150451 -14264 253
2.684 6 2 -842150451 -15500 252
2.684 6 3 -842150451 -12524 316
2.684 6 4 -842150451 -14966 191
2.684 7 0 -842150451 -13898 171
2.684 7 1 -842150451 -13778 268
2.684 7 2 -842150451 -13472 318
2.684 7 3 -842150451 -17252 221
2.684 7 4 -842150451 -15326 346
2.684 8 0 -842150451 -14 223
2.684 8 1 -842150451 -13568 273
2.684 8 2 -842150451 -14276 209
2.684 8 3 -842150451 -10556 335
2.684 8 4 -842150451 -14186 172
2.684 9 0 -842150451 -9794 298
2.684 9 1 -842150451 -16316 215
2.684 9 2 -842150451 -9044 328
2.684 9 3 -842150451 -14612 244
2.684 9 4 -842150451 -10514 250
2.702 0 0 -842150451 -2 228
2.702 0 1 -842150451 -10664 312
2.702 0 2 -842150451 -13064 182
2.702 0 3 -842150451 -9698 291
2.702 0 4 -842150451 -11972 189
2.702 1 0 -842150451 -12602 321
2.702 1 1 -842150451 -13706 179
2.702 1 2 -842150451 -11192 238
2.702 1 3 -842150451 -15296 209
2.702 1 4 -842150451 -10742 310
2.702 2 0 -842150451 4 24
2.702 2 1 -842150451 -13556 236
2.702 2 2 -842150451 6 221
2.702 2 3 -842150451 -11780 304
2.702 2 4 -842150451 -14744 233
2.702 3 0 -842150451 -3962 89
2.702 3 1 -842150451 -17180 187
2.702 3 2 -842150451 -9686 324
2.702 3 3 -842150451 -14978 42
2.702 3 4 -842150451 -12344 314
2.702 4 0 -842150451 4 264
2.702 4 1 -842150451 -9242 288
2.702 4 2 50000 50014 389
2.702 4 3 -842150451 -11354 306
2.702 4 4 -842150451 -16874 165
2.702 5 0 -842150451 -10754 331
2.702 5 1 -842150451 -13898 220
2.702 5 2 -842150451 -12050 326
2.702 5 3 -842150451 -15386 214
2.702 5 4 -842150451 -11420 316
2.702 6 0 -842150451 4 232
2.702 6 1 -842150451 -14264 253
2.702 6 2 -842150451 -15500 248
2.702 6 3 -842150451 -12530 316
2.702 6 4 -842150451 -14966 191
2.702 7 0 -842150451 -13898 171
2.702 7 1 -842150451 -13778 268
2.702 7 2 -842150451 -13472 317
2.702 7 3 -842150451 -17246 221
2.702 7 4 -842150451 -15326 345
2.702 8 0 -842150451 -14 223
2.702 8 1 -842150451 -13562 272
2.702 8 2 -842150451 -14282 213
2.702 8 3 -842150451 -10556 335
2.702 8 4 -842150451 -14186 172
2.702 9 0 -842150451 -9794 298
2.702 9 1 -842150451 -16316 215
2.702 9 2 -842150451 -9050 330
2.702 9 3 -842150451 -14612 244
2.702 9 4 -842150451 -10514 247
2.719 0 0 -842150451 -2 228
2.719 0 1 -842150451 -10670 310
2.719 0 2 -842150451 -13058 190
2.719 0 3 -842150451 -9698 291
2.719 0 4 -842150451 -11972 189
2.719 1 0 -842150451 -12602 321
2.719 1 1 -842150451 -13706 179
2.719 1 2 -842150451 -11192 228
2.719 1 3 -842150451 -15290 205
2.719 1 4 -842150451 -10742 311
2.719 2 0 -842150451 4 24
2.719 2 1 -842150451 -13562 244
2.719 2 2 -842150451 12 224
2.719 2 3 -842150451 -11774 308
2.719 2 4 -842150451 -14744 233
2.719 3 0 -842150451 -3962 89
2.719 3 1 -842150451 -17180 187
2.719 3 2 -842150451 -9686 326
2.719 3 3 -842150451 -14978 44
2.719 3 4 -842150451 -12344 312
2.719 4 0 -842150451 4 264
2.719 4 1 -842150451 -9242 290
2.719 4 2 50000 50014 383
2.719 4 3 -842150451 -11354 302
2.719 4 4 -842150451 -16874 165
2.719 5 0 -842150451 -10754 331
2.719 5 1 -842150451 -13898 220
2.719 5 2 -842150451 -12050 326
2.719 5 3 -842150451 -15386 212
2.719 5 4 -842150451 -11420 319
2.719 6 0 -842150451 4 232
2.719 6 1 -842150451 -14264 251
2.719 6 2 -842150451 -15506 251
2.719 6 3 -842150451 -12530 315
2.719 6 4 -842150451 -14966 191
2.719 7 0 -842150451 -13898 171
2.719 7 1 -842150451 -13778 268
2.719 7 2 -842150451 -13472 316
2.719 7 3 -842150451 -17246 228
2.719 7 4 -842150451 -15326 345
2.719 8 0 -842150451 -14 223
2.719 8 1 -842150451 -13568 272
2.719 8 2 -842150451 -14276 214
2.719 8 3 -842150451 -10562 337
2.719 8 4 -842150451 -14186 172
2.719 9 0 -842150451 -9794 298
2.719 9 1 -842150451 -16316 215
2.719 9 2 -842150451 -9044 329
2.719 9 3 -842150451 -14618 241
2.719 9 4 -842150451 -10508 241
2.736 0 0 -842150451 -2 228
2.736 0 1 -842150451 -10664 314
2.736 0 2 -842150451 -13058 188
2.736 0 3 -842150451 -9692 292
2.736 0 4 -842150451 -11972 189
2.736 1 0 -842150451 -12602 321
2.736 1 1 -842150451 -13706 179
2.736 1 2 -842150451 -11192 224
2.736 1 3 -842150451 -15296 207
2.736 1 4 -842150451 -10742 311
2.736 2 0 -842150451 4 24
2.736 2 1 -842150451 -13562 241
2.736 2 2 -842150451 0 220
2.736 2 3 -842150451 -11774 308
2.736 2 4 -842150451 -14744 233
2.736 3 0 -842150451 -3962 89
2.736 3 1 -842150451 -17180 187
2.736 3 2 -842150451 -9686 324
2.736 3 3 -842150451 -14978 44
2.736 3 4 -842150451 -12344 314
2.736 4 0 -842150451 4 264
2.736 4 1 -842150451 -9248 292
2.736 4 2 50000 50008 371
2.736 4 3 -842150451 -11360 301
2.736 4 4 -842150451 -16874 165
2.736 5 0 -842150451 -10754 331
2.736 5 1 -842150451 -13898 220
2.736 5 2 -842150451 -12050 331
2.736 5 3 -842150451 -15392 214
2.736 5 4 -842150451 -11420 316
2.736 6 0 -842150451 4 232
2.736 6 1 -842150451 -14258 252
2.736 6 2 -842150451 -15500 247
2.736 6 3 -842150451 -12530 312
2.736 6 4 -842150451 -14966 191
2.736 7 0 -842150451 -13898 171
2.736 7 1 -842150451 -13778 268
2.736 7 2 -842150451 -13478 315
2.736 7 3 -842150451 -17252 238
2.736 7 4 -842150451 -15326 348
2.736 8 0 -842150451 -14 223
2.736 8 1 -842150451 -13562 274
