time i j heightsForShapeDisplay heightsFromShapeDisplay forceFromShapeDisplay
2.634 1 3 -842150451 -15302 209
2.634 1 4 -842150451 -10742 311
2.634 2 0 -842150451 4 24
2.634 2 1 -842150451 -13562 252
2.634 2 2 -842150451 6 220
2.634 2 3 -842150451 -11780 310
2.634 2 4 -842150451 -14744 233
2.634 3 0 -842150451 -3962 89
2.634 3 1 -842150451 -17180 187
2.634 3 2 -842150451 -9686 326
2.634 3 3 -842150451 -14978 44
2.634 3 4 -842150451 -12338 311
2.634 4 0 -842150451 4 264
2.634 4 1 -842150451 -9248 296
2.634 4 2 50000 50014 185
2.634 4 3 -842150451 -11360 310
2.634 4 4 -842150451 -16874 165
2.634 5 0 -842150451 -10754 331
2.634 5 1 -842150451 -13898 220
2.634 5 2 -842150451 -12050 369
2.634 5 3 -842150451 -15392 210
2.634 5 4 -842150451 -11414 316
2.634 6 0 -842150451 4 232
2.634 6 1 -842150451 -14264 255
2.634 6 2 -842150451 -15506 256
2.634 6 3 -842150451 -12530 318
2.634 6 4 -842150451 -14966 191
2.634 7 0 -842150451 -13898 171
2.634 7 1 -842150451 -13778 268
2.634 7 2 -842150451 -13478 315
2.634 7 3 -842150451 -17252 241
2.634 7 4 -842150451 -15332 344
2.634 8 0 -842150451 -14 223
2.634 8 1 -842150451 -13568 275
2.634 8 2 -842150451 -14258 228
2.634 8 3 -842150451 -10556 332
2.634 8 4 -842150451 -14186 172
2.634 9 0 -842150451 -9794 298
2.634 9 1 -842150451 -16316 215
2.634 9 2 -842150451 -9044 333
2.634 9 3 -842150451 -14606 234
2.634 9 4 -842150451 -10508 255
2.65 0 0 -842150451 -2 228
2.65 0 1 -842150451 -10664 310
2.65 0 2 -842150451 -13058 187
2.65 0 3 -842150451 -9698 290
2.65 0 4 -842150451 -11972 189
2.65 1 0 -842150451 -12602 321
2.65 1 1 -842150451 -13706 179
2.65 1 2 -842150451 -11192 241
2.65 1 3 -842150451 -15296 213
2.65 1 4 -842150451 -10742 311
2.65 2 0 -842150451 4 24
2.65 2 1 -842150451 -13562 249
2.65 2 2 -842150451 6 222
2.65 2 3 -842150451 -11774 309
2.65 2 4 -842150451 -14744 233
2.65 3 0 -842150451 -3962 89
2.65 3 1 -842150451 -17180 187
2.65 3 2 -842150451 -9686 326
2.65 3 3 -842150451 -14978 43
2.65 3 4 -842150451 -12338 311
2.65 4 0 -842150451 4 264
2.65 4 1 -842150451 -9248 298
2.65 4 2 50000 50008 192
2.65 4 3 -842150451 -11354 310
2.65 4 4 -842150451 -16874 165
2.65 5 0 -842150451 -10754 331
2.65 5 1 -842150451 -13898 220
2.65 5 2 -842150451 -12050 370
2.65 5 3 -842150451 -15392 206
2.65 5 4 -842150451 -11414 316
2.65 6 0 -842150451 4 232
2.65 6 1 -842150451 -14258 255
2.65 6 2 -842150451 -15506 254
2.65 6 3 -842150451 -12530 321
2.65 6 4 -842150451 -14966 191
2.65 7 0 -842150451 -13898 171
2.65 7 1 -842150451 -13778 268
2.65 7 2 -842150451 -13478 317
2.65 7 3 -842150451 -17252 234
2.65 7 4 -842150451 -15332 344
2.65 8 0 -842150451 -14 223
2.65 8 1 -842150451 -13568 273
2.65 8 2 -842150451 -14264 229
2.65 8 3 -842150451 -10562 331
2.65 8 4 -842150451 -14186 172
2.65 9 0 -842150451 -9794 298
2.65 9 1 -842150451 -16316 215
2.65 9 2 -842150451 -9044 334
2.65 9 3 -842150451 -14600 230
2.65 9 4 -842150451 -10508 255
2.667 0 0 -842150451 -2 228
2.667 0 1 -842150451 -10670 308
2.667 0 2 -842150451 -13052 192
2.667 0 3 -842150451 -9698 290
2.667 0 4 -842150451 -11972 189
2.667 1 0 -842150451 -12602 321
2.667 1 1 -842150451 -13706 179
2.667 1 2 -842150451 -11192 241
2.667 1 3 -842150451 -15296 214
2.667 1 4 -842150451 -10742 311
2.667 2 0 -842150451 4 24
2.667 2 1 -842150451 -13556 249
2.667 2 2 -842150451 6 228
2.667 2 3 -842150451 -11774 309
2.667 2 4 -842150451 -14744 233
2.667 3 0 -842150451 -3962 89
2.667 3 1 -842150451 -17180 187
2.667 3 2 -842150451 -9686 326
2.667 3 3 -842150451 -14984 43
2.667 3 4 -842150451 -12338 311
2.667 4 0 -842150451 4 264
2.667 4 1 -842150451 -9248 299
2.667 4 2 50000 50014 200
2.667 4 3 -842150451 -11354 310
2.667 4 4 -842150451 -16874 165
2.667 5 0 -842150451 -10754 331
2.667 5 1 -842150451 -13898 220
2.667 5 2 -842150451 -12050 370
2.667 5 3 -842150451 -15386 211
2.667 5 4 -842150451 -11414 316
2.667 6 0 -842150451 4 232
2.667 6 1 -842150451 -14258 257
2.667 6 2 -842150451 -15506 244
2.667 6 3 -842150451 -12530 321
2.667 6 4 -842150451 -14966 191
2.667 7 0 -842150451 -13898 171
2.667 7 1 -842150451 -13778 268
2.667 7 2 -842150451 -13478 317
2.667 7 3 -842150451 -17252 234
2.667 7 4 -842150451 -15332 344
2.667 8 0 -842150451 -14 223
2.667 8 1 -842150451 -13568 274
2.667 8 2 -842150451 -14264 232
2.667 8 3 -842150451 -10562 331
2.667 8 4 -842150451 -14186 172
2.667 9 0 -842150451 -9794 298
2.667 9 1 -842150451 -16316 215
2.667 9 2 -842150451 -9044 334
2.667 9 3 -842150451 -14606 229
2.667 9 4 -842150451 -10508 255
2.684 0 0 -842150451 -2 228
2.684 0 1 -842150451 -10664 310
2.684 0 2 -842150451 -13058 196
2.684 0 3 -842150451 -9698 291
2.684 0 4 -842150451 -11972 189
2.684 1 0 -842150451 -12602 321
2.684 1 1 -842150451 -13706 179
2.684 1 2 -842150451 -11186 237
2.684 1 3 -842150451 -15302 217
2.684 1 4 -842150451 -10742 311
2.684 2 0 -842150451 4 24
2.684 2 1 -842150451 -13562 244
2.684 2 2 -842150451 12 228
2.684 2 3 -842150451 -11780 309
2.684 2 4 -842150451 -14744 233
2.684 3 0 -842150451 -3962 89
2.684 3 1 -842150451 -17180 187
2.684 3 2 -842150451 -9686 330
2.684 3 3 -842150451 -14984 42
2.684 3 4 -842150451 -12338 311
2.684 4 0 -842150451 4 264
2.684 4 1 -842150451 -9242 300
2.684 4 2 50000 50008 201
2.684 4 3 -842150451 -11354 309
2.684 4 4 -842150451 -16874 165
2.684 5 0 -842150451 -10754 331
2.684 5 1 -842150451 -13898 220
2.684 5 2 -842150451 -12050 370
2.684 5 3 -842150451 -15386 203
2.684 5 4 -842150451 -11414 316
2.684 6 0 -842150451 4 232
2.684 6 1 -842150451 -14258 257
2.684 6 2 -842150451 -15500 246
2.684 6 3 -842150451 -12524 314
2.684 6 4 -842150451 -14966 191
2.684 7 0 -842150451 -13898 171
2.684 7 1 -842150451 -13778 268
2.684 7 2 -842150451 -13478 316
2.684 7 3 -842150451 -17246 227
2.684 7 4 -842150451 -15332 344
2.684 8 0 -842150451 -14 223
2.684 8 1 -842150451 -13562 273
2.684 8 2 -842150451 -14264 232
2.684 8 3 -842150451 -10562 332
2.684 8 4 -842150451 -14186 172
2.684 9 0 -842150451 -9794 298
2.684 9 1 -842150451 -16316 215
2.684 9 2 -842150451 -9050 332
2.684 9 3 -842150451 -14606 230
2.684 9 4 -842150451 -10508 255
2.7 0 0 -842150451 -2 228
2.7 0 1 -842150451 -10664 312
2.7 0 2 -842150451 -13052 196
2.7 0 3 -842150451 -9692 291
2.7 0 4 -842150451 -11972 189
2.7 1 0 -842150451 -12602 321
2.7 1 1 -842150451 -13706 179
2.7 1 2 -842150451 -11186 249
2.7 1 3 -842150451 -15290 213
2.7 1 4 -842150451 -10742 311
2.7 2 0 -842150451 4 24
2.7 2 1 -842150451 -13562 257
2.7 2 2 -842150451 6 221
2.7 2 3 -842150451 -11780 309
2.7 2 4 -842150451 -14744 233
2.7 3 0 -842150451 -3962 89
2.7 3 1 -842150451 -17180 187
2.7 3 2 -842150451 -9680 328
2.7 3 3 -842150451 -14984 44
2.7 3 4 -842150451 -12338 311
2.7 4 0 -842150451 4 264
2.7 4 1 -842150451 -9248 296
2.7 4 2 50000 50008 207
2.7 4 3 -842150451 -11360 310
2.7 4 4 -842150451 -16874 165
2.7 5 0 -842150451 -10754 331
2.7 5 1 -842150451 -13898 220
2.7 5 2 -842150451 -12050 372
2.7 5 3 -842150451 -15392 204
2.7 5 4 -842150451 -11414 316
2.7 6 0 -842150451 4 232
2.7 6 1 -842150451 -14258 253
2.7 6 2 -842150451 -15500 248
2.7 6 3 -842150451 -12524 316
2.7 6 4 -842150451 -14966 191
2.7 7 0 -842150451 -13898 171
2.7 7 1 -842150451 -13778 268
2.7 7 2 -842150451 -13472 316
2.7 7 3 -842150451 -17252 231
2.7 7 4 -842150451 -15332 344
2.7 8 0 -842150451 -14 223
2.7 8 1 -842150451 -13562 274
2.7 8 2 -842150451 -14258 231
2.7 8 3 -842150451 -10556 332
2.7 8 4 -842150451 -14186 172
2.7 9 0 -842150451 -9794 298
2.7 9 1 -842150451 -16316 215
2.7 9 2 -842150451 -9044 331
2.7 9 3 -842150451 -14612 229
2.7 9 4 -842150451 -10508 255
2.717 0 0 -842150451 -2 228
2.717 0 1 -842150451 -10664 312
2.717 0 2 -842150451 -13052 196
2.717 0 3 -842150451 -9692 286
2.717 0 4 -842150451 -11972 189
2.717 1 0 -842150451 -12602 321
2.717 1 1 -842150451 -13706 179
2.717 1 2 -842150451 -11192 245
2.717 1 3 -842150451 -15296 214
2.717 1 4 -842150451 -10742 311
2.717 2 0 -842150451 4 24
2.717 2 1 -842150451 -13556 255
2.717 2 2 -842150451 12 220
2.717 2 3 -842150451 -11780 306
2.717 2 4 -842150451 -14744 233
2.717 3 0 -842150451 -3962 89
2.717 3 1 -842150451 -17180 187
2.717 3 2 -842150451 -9680 330
2.717 3 3 -842150451 -14978 42
2.717 3 4 -842150451 -12338 311
2.717 4 0 -842150451 4 264
2.717 4 1 -842150451 -9248 295
2.717 4 2 50000 50008 193
2.717 4 3 -842150451 -11354 314
2.717 4 4 -842150451 -16874 165
2.717 5 0 -842150451 -10754 331
2.717 5 1 -842150451 -13898 220
2.717 5 2 -842150451 -12050 373
2.717 5 3 -842150451 -15392 206
2.717 5 4 -842150451 -11414 316
2.717 6 0 -842150451 4 232
2.717 6 1 -842150451 -14258 256
2.717 6 2 -842150451 -15500 252
2.717 6 3 -842150451 -12530 313
2.717 6 4 -842150451 -14966 191
2.717 7 0 -842150451 -13898 171
2.717 7 1 -842150451 -13778 268
2.717 7 2 -842150451 -13478 313
2.717 7 3 -842150451 -17246 234
2.717 7 4 -842150451 -15332 344
2.717 8 0 -842150451 -14 223
2.717 8 1 -842150451 -13562 272
2.717 8 2 -842150451 -14258 228
2.717 8 3 -842150451 -10556 334
2.717 8 4 -842150451 -14186 172
2.717 9 0 -842150451 -9794 298
2.717 9 1 -842150451 -16316 215
2.717 9 2 -842150451 -9050 330
2.717 9 3 -842150451 -14612 233
2.717 9 4 -842150451 -10508 255
2.734 0 0 -842150451 -2 228
2.734 0 1 -842150451 -10670 312
2.734 0 2 -842150451 -13046 186
2.734 0 3 -842150451 -9692 286
2.734 0 4 -842150451 -11972 189
2.734 1 0 -842150451 -12602 321
2.734 1 1 -842150451 -13706 179
2.734 1 2 -842150451 -11192 245
2.734 1 3 -842150451 -15290 216
2.734 1 4 -842150451 -10742 311
2.734 2 0 -842150451 4 24
2.734 2 1 -842150451 -13562 252
2.734 2 2 -842150451 12 223
2.734 2 3 -842150451 -11780 306
2.734 2 4 -842150451 -14744 233
2.734 3 0 -842150451 -3962 89
2.734 3 1 -842150451 -17180 187
2.734 3 2 -842150451 -9680 330
2.734 3 3 -842150451 -14984 42
2.734 3 4 -842150451 -12338 311
2.734 4 0 -842150451 4 264
2.734 4 1 -842150451 -9242 292
2.734 4 2 50000 50008 191
2.734 4 3 -842150451 -11354 314
2.734 4 4 -842150451 -16874 165
2.734 5 0 -842150451 -10754 331
2.734 5 1 -842150451 -13898 220
2.734 5 2 -842150451 -12050 373
2.734 5 3 -842150451 -15386 197
2.734 5 4 -842150451 -11414 316
2.734 6 0 -842150451 4 232
2.734 6 1 -842150451 -14264 255
2.734 6 2 -842150451 -15506 250
2.734 6 3 -842150451 -12530 313
2.734 6 4 -842150451 -14966 191
2.734 7 0 -842150451 -13898 171
2.734 7 1 -842150451 -13778 268
2.734 7 2 -842150451 -13478 313
2.734 7 3 -842150451 -17252 242
2.734 7 4 -842150451 -15332 344
2.734 8 0 -842150451 -14 223
2.734 8 1 -842150451 -13568 272
2.734 8 2 -842150451 -14264 227
2.734 8 3 -842150451 -10556 334
2.734 8 4 -842150451 -14186 172
2.734 9 0 -842150451 -9794 298
2.734 9 1 -842150451 -16316 215
2.734 9 2 -842150451 -9050 330
2.734 9 3 -842150451 -14606 235
2.734 9 4 -842150451 -10508 255
2.75 0 0 -842150451 -2 228
2.75 0 1 -842150451 -10670 314
2.75 0 2 -842150451 -13052 181
2.75 0 3 -842150451 -9698 287
2.75 0 4 -842150451 -11972 189
2.75 1 0 -842150451 -12602 321
2.75 1 1 -842150451 -13706 179
2.75 1 2 -842150451 -11192 244
2.75 1 3 -842150451 -15302 206
2.75 1 4 -842150451 -10742 311
2.75 2 0 -842150451 4 24
2.75 2 1 -842150451 -13562 255
2.75 2 2 -842150451 12 226
2.75 2 3 -842150451 -11774 303
2.75 2 4 -842150451 -14744 233
2.75 3 0 -842150451 -3962 89
2.75 3 1 -842150451 -17180 187
2.75 3 2 -842150451 -9680 327
2.75 3 3 -842150451 -14978 46
2.75 3 4 -842150451 -12338 311
2.75 4 0 -842150451 4 264
2.75 4 1 -842150451 -9242 294
2.75 4 2 50000 50008 195
2.75 4 3 -842150451 -11360 313
2.75 4 4 -842150451 -16874 165
2.75 5 0 -842150451 -10754 331
2.75 5 1 -842150451 -13898 220
2.75 5 2 -842150451 -12050 371
2.75 5 3 -842150451 -15392 206
2.75 5 4 -842150451 -11414 316
2.75 6 0 -842150451 4 232
2.75 6 1 -842150451 -14258 255
2.75 6 2 -842150451 -15506 251
2.75 6 3 -842150451 -12524 316
2.75 6 4 -842150451 -14966 191
2.75 7 0 -842150451 -13898 171
2.75 7 1 -842150451 -13778 268
2.75 7 2 -842150451 -13472 313
2.75 7 3 -842150451 -17252 243
2.75 7 4 -842150451 -15332 344
2.75 8 0 -842150451 -14 223
2.75 8 1 -842150451 -13568 270
2.75 8 2 -842150451 -14264 230
2.75 8 3 -842150451 -10562 334
2.75 8 4 -842150451 -14186 172
2.75 9 0 -842150451 -9794 298
2.75 9 1 -842150451 -16316 215
2.75 9 2 -842150451 -9044 332
2.75 9 3 -842150451 -14606 235
2.75 9 4 -842150451 -10508 255
2.766 0 0 -842150451 -2 228
2.766 0 1 -842150451 -10670 314
2.766 0 2 -842150451 -13052 181
2.766 0 3 -842150451 -9698 287
2.766 0 4 -842150451 -11972 189
2.766 1 0 -842150451 -12602 321
2.766 1 1 -842150451 -13706 179
2.766 1 2 -842150451 -11192 244
2.766 1 3 -842150451 -15302 206
2.766 1 4 -842150451 -10742 311
2.766 2 0 -842150451 4 24
2.766 2 1 -842150451 -13562 255
2.766 2 2 -842150451 12 226
2.766 2 3 -842150451 -11774 303
2.766 2 4 -842150451 -14744 233
2.766 3 0 -842150451 -3962 89
2.766 3 1 -842150451 -17180 187
2.766 3 2 -842150451 -9680 327
2.766 3 3 -842150451 -14978 46
2.766 3 4 -842150451 -12338 311
2.766 4 0 -842150451 4 264
2.766 4 1 -842150451 -9242 294
2.766 4 2 50000 50008 195
2.766 4 3 -842150451 -11360 313
2.766 4 4 -842150451 -16874 165
2.766 5 0 -842150451 -10754 331
2.766 5 1 -842150451 -13898 220
2.766 5 2 -842150451 -12050 371
2.766 5 3 -842150451 -15392 206
2.766 5 4 -842150451 -11414 316
2.766 6 0 -842150451 4 232
2.766 6 1 -842150451 -14258 255
2.766 6 2 -842150451 -15506 251
2.766 6 3 -842150451 -12524 316
2.766 6 4 -842150451 -14966 191
2.766 7 0 -842150451 -13898 171
2.766 7 1 -842150451 -13778 268
2.766 7 2 -842150451 -13472 313
2.766 7 3 -842150451 -17252 243
2.766 7 4 -842150451 -15332 344
2.766 8 0 -842150451 -14 223
2.766 8 1 -842150451 -13568 270
2.766 8 2 -842150451 -14264 230
2.766 8 3 -842150451 -10562 334
2.766 8 4 -842150451 -14186 172
2.766 9 0 -842150451 -9794 298
2.766 9 1 -842150451 -16316 215
2.766 9 2 -842150451 -9044 332
2.766 9 3 -842150451 -14606 235
2.766 9 4 -842150451 -10508 255
2.784 0 0 -842150451 -2 228
2.784 0 1 -842150451 -10670 313
2.784 0 2 -842150451 -13046 183
2.784 0 3 -842150451 -9698 287
2.784 0 4 -842150451 -11972 189
2.784 1 0 -842150451 -12602 321
2.784 1 1 -842150451 -13706 179
2.784 1 2 -842150451 -11192 244
2.784 1 3 -842150451 -15302 214
2.784 1 4 -842150451 -10742 311
2.784 2 0 -842150451 4 24
2.784 2 1 -842150451 -13556 250
2.784 2 2 -842150451 12 226
2.784 2 3 -842150451 -11774 303
2.784 2 4 -842150451 -14744 233
2.784 3 0 -842150451 -3962 89
2.784 3 1 -842150451 -17180 187
2.784 3 2 -842150451 -9680 327
2.784 3 3 -842150451 -14978 47
2.784 3 4 -842150451 -12338 311
2.784 4 0 -842150451 4 264
2.784 4 1 -842150451 -9248 290
2.784 4 2 50000 50008 195
2.784 4 3 -842150451 -11360 313
2.784 4 4 -842150451 -16874 165
2.784 5 0 -842150451 -10754 331
2.784 5 1 -842150451 -13898 220
2.784 5 2 -842150451 -12050 371
2.784 5 3 -842150451 -15392 206
2.784 5 4 -842150451 -11414 316
2.784 6 0 -842150451 4 232
2.784 6 1 -842150451 -14264 252
2.784 6 2 -842150451 -15500 251
2.784 6 3 -842150451 -12524 316
2.784 6 4 -842150451 -14966 191
2.784 7 0 -842150451 -13898 171
2.784 7 1 -842150451 -13778 268
2.784 7 2 -842150451 -13472 313
2.784 7 3 -842150451 -17252 241
2.784 7 4 -842150451 -15332 344
2.784 8 0 -842150451 -14 223
2.784 8 1 -842150451 -13562 269
2.784 8 2 -842150451 -14264 226
2.784 8 3 -842150451 -10562 334
2.784 8 4 -842150451 -14186 172
2.784 9 0 -842150451 -9794 298
2.784 9 1 -842150451 -16316 215
2.784 9 2 -842150451 -9044 332
2.784 9 3 -842150451 -14612 231
2.784 9 4 -842150451 -10508 255
2.801 0 0 -842150451 -2 228
2.801 0 1 -842150451 -10670 314
2.801 0 2 -842150451 -13052 185
2.801 0 3 -842150451 -9698 283
2.801 0 4 -842150451 -11972 189
2.801 1 0 -842150451 -12602 321
2.801 1 1 -842150451 -13706 179
2.801 1 2 -842150451 -11186 247
2.801 1 3 -842150451 -15290 214
2.801 1 4 -842150451 -10742 311
2.801 2 0 -842150451 4 24
2.801 2 1 -842150451 -13562 254
2.801 2 2 -842150451 6 214
2.801 2 3 -842150451 -11780 303
2.801 2 4 -842150451 -14744 233
2.801 3 0 -842150451 -3962 89
2.801 3 1 -842150451 -17180 187
2.801 3 2 -842150451 -9686 327
2.801 3 3 -842150451 -14978 46
2.801 3 4 -842150451 -12338 311
2.801 4 0 -842150451 4 264
2.801 4 1 -842150451 -9248 294
2.801 4 2 50000 50008 191
2.801 4 3 -842150451 -11360 311
2.801 4 4 -842150451 -16874 165
2.801 5 0 -842150451 -10754 331
2.801 5 1 -842150451 -13898 220
2.801 5 2 -842150451 -12050 373
2.801 5 3 -842150451 -15392 206
2.801 5 4 -842150451 -11414 316
2.801 6 0 -842150451 4 232
2.801 6 1 -842150451 -14264 251
2.801 6 2 -842150451 -15506 256
2.801 6 3 -842150451 -12530 317
2.801 6 4 -842150451 -14966 191
2.801 7 0 -842150451 -13898 171
2.801 7 1 -842150451 -13778 268
2.801 7 2 -842150451 -13478 315
2.801 7 3 -842150451 -17246 238
2.801 7 4 -842150451 -15332 344
2.801 8 0 -842150451 -14 223
2.801 8 1 -842150451 -13568 268
2.801 8 2 -842150451 -14264 227
2.801 8 3 -842150451 -10562 332
2.801 8 4 -842150451 -14186 172
2.801 9 0 -842150451 -9794 298
2.801 9 1 -842150451 -16316 215
